Zip,City,State,2018-11
79924,El Paso,TX,112000.0
38305,Jackson,TN,204900.0
92620,Irvine,CA,1085000.0
33414,Wellington,FL,464500.0
28210,Charlotte,NC,341417.5
85008,Phoenix,AZ,247400.0
92105,San Diego,CA,399900.0
45013,Hamilton,OH,164900.0
70072,Marrero,LA,148500.0
89103,Las Vegas,NV,219950.0
37129,Murfreesboro,TN,299500.0
33433,Boca Raton,FL,319900.0
55124,Apple Valley,MN,294425.0
67401,Salina,KS,132950.0
30101,Acworth,GA,299900.0
94080,South San Francisco,CA,899000.0
32825,Orlando,FL,259999.0
78664,Round Rock,TX,259000.0
89074,Henderson,NV,323188.0
14094,Lockport,NY,139000.0
20910,Silver Spring,MD,499450.0
30058,Lithonia,GA,149800.0
77375,Tomball,TX,300000.0
27265,High Point,NC,189900.0
47150,New Albany,IN,139900.0
23455,Virginia Beach,VA,350000.0
41042,Florence,KY,165000.0
12180,Troy,NY,186712.5
33015,Country Club,FL,266950.0
78254,San Antonio,TX,254004.0
78753,Austin,TX,249900.0
30047,Lilburn,GA,259900.0
96706,Ewa Beach,HI,638615.0
92648,Huntington Beach,CA,1199000.0
30083,Stone Mountain,GA,145000.0
08759,Manchester,NJ,146450.0
53704,Madison,WI,219900.0
32303,Tallahassee,FL,155000.0
48439,Grand Blanc,MI,219900.0
94112,San Francisco,CA,998000.0
07047,North Bergen,NJ,429000.0
98208,Seattle Hill-Silver Firs,WA,445000.0
78759,Austin,TX,434900.0
95648,Lincoln,CA,479950.0
84404,Ogden,UT,250000.0
76179,Fort Worth,TX,248999.0
19148,Philadelphia,PA,264450.0
33463,Greenacres,FL,260995.0
07305,Jersey City,NJ,399000.0
27407,Greensboro,NC,154900.0
90640,Montebello,CA,549999.5
83646,Meridian,ID,349900.0
39759,Starkville,MS,244500.0
33141,Miami Beach,FL,399900.0
77070,Houston,TX,229900.0
20904,Silver Spring,MD,437000.0
01201,Pittsfield,MA,182400.0
75204,Dallas,TX,435000.0
02135,Boston,MA,517000.0
32771,Sanford,FL,278250.0
02151,Revere,MA,399000.0
53711,Madison,WI,325000.0
19131,Philadelphia,PA,124900.0
95125,San Jose,CA,1425000.0
92130,San Diego,CA,1299000.0
33436,Boynton Beach,FL,266500.0
11354,New York,NY,750000.0
75070,McKinney,TX,365000.0
89147,Las Vegas,NV,289949.5
08873,Franklin,NJ,327280.0
06457,Middletown,CT,211450.0
54601,La Crosse,WI,180000.0
30075,Roswell,GA,450000.0
75034,Frisco,TX,521285.0
78209,San Antonio,TX,455000.0
90036,Los Angeles,CA,1833500.0
97124,Hillsboro,OR,393000.0
98034,Kirkland,WA,650000.0
33021,Hollywood,FL,299000.0
06511,New Haven,CT,165500.0
96815,Honolulu,HI,499000.0
33324,Plantation,FL,253000.0
22407,Fredericksburg,VA,304900.0
85255,Scottsdale,AZ,845000.0
59102,Billings,MT,229900.0
45140,Loveland,OH,319900.0
34668,Port Richey,FL,129900.0
92562,Murrieta,CA,474000.0
02780,Taunton,MA,269900.0
76137,Fort Worth,TX,239900.0
43302,Marion,OH,85000.0
30067,Marietta,GA,324500.0
92117,San Diego,CA,650000.0
73013,Edmond,OK,249858.5
63301,Saint Charles,MO,239000.0
22201,Arlington,VA,527500.0
60004,Arlington Heights,IL,339000.0
11746,Huntington,NY,619000.0
85201,Mesa,AZ,210000.0
94806,San Pablo,CA,479000.0
17601,Manheim,PA,323504.0
29483,Summerville,SC,262900.0
08527,Jackson,NJ,382000.0
92563,Murrieta,CA,430990.0
29588,Socastee,SC,189900.0
79424,Lubbock,TX,244900.0
22192,Woodbridge,VA,347450.0
80219,Denver,CO,329500.0
92128,San Diego,CA,599499.5
19711,Newark,DE,279900.0
75098,Wylie,TX,331490.0
91801,Alhambra,CA,669000.0
48066,Roseville,MI,95000.0
85383,Peoria,AZ,400000.0
78748,Austin,TX,300000.0
19144,Philadelphia,PA,142500.0
83709,Boise,ID,280000.0
07728,Freehold,NJ,409000.0
91331,Los Angeles,CA,485000.0
94591,Vallejo,CA,449000.0
30907,Martinez,GA,245000.0
19380,West Chester,PA,425000.0
28025,Concord,NC,245495.0
19702,Newark,DE,214900.0
30144,Kennesaw,GA,239900.0
33023,Miramar,FL,260000.0
70065,Kenner,LA,216000.0
72034,Conway,AR,214000.0
38654,Olive Branch,MS,275000.0
23456,Virginia Beach,VA,389000.0
61761,Normal,IL,159900.0
45424,Huber Heights,OH,129900.0
78223,San Antonio,TX,150000.0
45040,Mason,OH,397997.5
90042,Los Angeles,CA,749000.0
27106,Winston-Salem,NC,265000.0
28540,Jacksonville,NC,147000.0
80016,Aurora,CO,542995.0
76051,Grapevine,TX,389000.0
92020,El Cajon,CA,569000.0
94553,Martinez,CA,585000.0
97504,Medford,OR,365000.0
78520,Brownsville,TX,135000.0
93308,Oildale,CA,209800.0
23112,Midlothian,VA,349500.0
10466,New York,NY,444500.0
92882,Corona,CA,499999.0
27603,Raleigh,NC,303000.0
34748,Leesburg,FL,185000.0
29229,Columbia,SC,201400.0
78253,San Antonio,TX,299000.0
94015,Daly City,CA,899999.0
85351,Sun City,AZ,183950.0
24060,Blacksburg,VA,287200.0
32137,Palm Coast,FL,334900.0
92399,Yucaipa,CA,393500.0
88101,Clovis,NM,179900.0
98225,Bellingham,WA,399900.0
75115,Desoto,TX,234500.0
97206,Portland,OR,375000.0
60402,Berwyn,IL,235000.0
84015,Clearfield,UT,259900.0
21218,Baltimore,MD,149000.0
77373,Spring,TX,179000.0
07055,Passaic,NJ,277450.0
33308,Fort Lauderdale,FL,475000.0
33312,Fort Lauderdale,FL,359000.0
33437,Boynton Beach,FL,305000.0
92201,Indio,CA,325250.0
78228,San Antonio,TX,149000.0
73505,Lawton,OK,115000.0
33578,Riverview,FL,222090.0
27529,Garner,NC,282778.0
65202,Columbia,MO,165500.0
07003,Bloomfield,NJ,312000.0
75093,Plano,TX,542300.0
60638,Chicago,IL,239900.0
22030,Fairfax,VA,599888.0
99336,Kennewick,WA,206499.0
30319,Brookhaven,GA,550000.0
38016,Memphis,TN,199925.0
19382,West Chester,PA,499900.0
70119,New Orleans,LA,296500.0
44646,Massillon,OH,154000.0
30114,Canton,GA,292000.0
80538,Loveland,CO,359943.0
92056,Oceanside,CA,549000.0
95008,Campbell,CA,1298944.0
10036,New York,NY,1327500.0
79109,Amarillo,TX,184900.0
36695,Mobile,AL,198200.0
53209,Milwaukee,WI,79900.0
97405,Eugene,OR,399900.0
78230,San Antonio,TX,286250.0
92704,Santa Ana,CA,475000.0
19145,Philadelphia,PA,239900.0
95350,Modesto,CA,289000.0
34698,Dunedin,FL,289000.0
63303,Saint Charles,MO,239900.0
28645,Lenoir,NC,179700.0
34997,Stuart,FL,329000.0
07306,Jersey City,NJ,499000.0
60639,Chicago,IL,243000.0
63366,O Fallon,MO,235450.0
92618,Irvine,CA,1063538.0
06810,Danbury,CT,319900.0
92071,Santee,CA,519900.0
27606,Raleigh,NC,344818.5
08021,Lindenwold,NJ,125000.0
45069,West Chester,OH,285000.0
19146,Philadelphia,PA,359000.0
78045,Laredo,TX,215000.0
39503,Gulfport,MS,171900.0
21206,Baltimore,MD,150000.0
33914,Cape Coral,FL,339999.0
92024,Encinitas,CA,1454500.0
27405,Greensboro,NC,125000.0
56001,Mankato,MN,229950.0
28546,Jacksonville,NC,160000.0
92656,Aliso Viejo,CA,580000.0
92805,Anaheim,CA,549900.0
10473,New York,NY,335000.0
33418,Palm Beach Gardens,FL,474700.0
97702,Bend,OR,499900.0
34952,Port Saint Lucie,FL,219950.0
37043,Clarksville,TN,284000.0
95624,Elk Grove,CA,439000.0
92553,Moreno Valley,CA,309450.0
19140,Philadelphia,PA,60000.0
75068,Little Elm,TX,309990.0
22003,Annandale,VA,569888.0
46032,Carmel,IN,429900.0
61265,Moline,IL,117250.0
23225,Richmond,VA,248900.0
85326,Buckeye,AZ,219900.0
32068,Middleburg,FL,226490.0
10940,Middletown,NY,224900.0
80504,Longmont,CO,435000.0
92509,Riverside,CA,400000.0
85374,Surprise,AZ,250000.0
75007,Carrollton,TX,289950.0
75071,McKinney,TX,379995.0
78550,Harlingen,TX,139887.0
04401,Bangor,ME,172250.0
36830,Auburn,AL,319950.0
96720,Hilo,HI,352500.0
30606,Athens,GA,254000.0
45238,Cincinnati,OH,115000.0
26003,Wheeling,WV,133200.0
44124,Lyndhurst,OH,167500.0
27616,Raleigh,NC,235990.0
92626,Costa Mesa,CA,874900.0
12550,Newburgh,NY,242000.0
29720,Lancaster,SC,272195.0
90006,Los Angeles,CA,684500.0
63116,Saint Louis,MO,120787.5
10033,New York,NY,699000.0
33065,Coral Springs,FL,249900.0
89129,Las Vegas,NV,319900.0
92880,Eastvale,CA,558800.0
35758,Madison,AL,304900.0
75040,Garland,TX,214850.0
92253,La Quinta,CA,615250.0
78542,Edinburg,TX,173990.0
85254,Phoenix,AZ,490000.0
85205,Mesa,AZ,262495.0
60073,Round Lake Beach,IL,165000.0
58104,Fargo,ND,287000.0
23185,Williamsburg,VA,325000.0
78640,Kyle,TX,235335.5
19320,Valley,PA,243700.0
29607,Greenville,SC,263000.0
77386,Spring,TX,289145.0
80020,Broomfield,CO,399900.0
78258,San Antonio,TX,381990.0
33810,Lakeland,FL,215900.0
27613,Raleigh,NC,429900.0
20850,Rockville,MD,540000.0
87109,Albuquerque,NM,250000.0
20774,Kettering,MD,365000.0
34221,Palmetto,FL,262000.0
27526,Fuquay Varina,NC,319700.0
21228,Catonsville,MD,312000.0
48044,Macomb,MI,317995.0
60630,Chicago,IL,334900.0
98109,Seattle,WA,650000.0
89122,Las Vegas,NV,237450.0
75149,Mesquite,TX,160000.0
90255,Huntington Park,CA,419995.0
75703,Tyler,TX,299500.0
11434,New York,NY,519000.0
23188,Williamsburg,VA,342000.0
49009,Oshtemo,MI,287000.0
29501,Florence,SC,219900.0
33176,Kendall,FL,499000.0
75061,Irving,TX,245000.0
17602,Lancaster,PA,189900.0
21207,Lochearn,MD,195250.0
33614,Egypt Lake-Leto,FL,200000.0
75025,Plano,TX,369000.0
33020,Hollywood,FL,249900.0
92234,Cathedral City,CA,315000.0
98125,Seattle,WA,600000.0
78250,San Antonio,TX,184900.0
55337,Burnsville,MN,265000.0
97301,Salem,OR,231375.0
97501,Medford,OR,269000.0
70816,Baton Rouge,LA,184900.0
73072,Norman,OK,289500.0
80123,Denver,CO,425250.0
98661,Vancouver,WA,320000.0
91786,Upland,CA,485000.0
78504,McAllen,TX,222900.0
43235,Columbus,OH,270000.0
47401,Bloomington,IN,299900.0
72701,Fayetteville,AR,334500.0
78681,Round Rock,TX,329990.0
93312,Bakersfield,CA,295250.0
87112,Albuquerque,NM,187746.5
29414,Charleston,SC,292000.0
57106,Sioux Falls,SD,224900.0
20744,Fort Washington,MD,319999.5
80918,Colorado Springs,CO,310000.0
19147,Philadelphia,PA,449900.0
19149,Philadelphia,PA,164950.0
93003,Ventura,CA,559500.0
75080,Richardson,TX,359950.0
96789,Mililani,HI,529500.0
90024,Los Angeles,CA,1607000.0
15642,North Huntingdon,PA,192400.0
40214,Louisville,KY,147900.0
22554,Stafford,VA,400000.0
23434,Suffolk,VA,279000.0
85338,Goodyear,AZ,278000.0
62704,Springfield,IL,129900.0
38017,Collierville,TN,468000.0
55044,Lakeville,MN,431150.0
60643,Chicago,IL,175000.0
77407,Richmond,TX,313997.5
34741,Kissimmee,FL,195000.0
77042,Houston,TX,360000.0
70001,Metairie,LA,263000.0
12065,Clifton Park,NY,336900.0
80012,Aurora,CO,265900.0
47374,Richmond,IN,88500.0
30016,Covington,GA,179000.0
27215,Burlington,NC,242427.0
32935,Melbourne,FL,176000.0
97223,Tigard,OR,450000.0
63031,Florissant,MO,99500.0
