Zip,City,State,2018-11
60563,Naperville,IL,369800.0
33040,Key West,FL,780000.0
46385,Valparaiso,IN,279900.0
95111,San Jose,CA,776500.0
30316,Atlanta,GA,320217.5
43213,Whitehall,OH,150350.0
45373,Troy,OH,177450.0
49203,Jackson,MI,102400.0
92506,Riverside,CA,475000.0
86314,Prescott Valley,AZ,273250.0
60540,Naperville,IL,440000.0
92040,Lakeside,CA,541950.0
38127,Memphis,TN,40000.0
95062,Santa Cruz,CA,999999.0
78526,Brownsville,TX,168361.5
90815,Long Beach,CA,695000.0
70605,Lake Charles,LA,292000.0
22033,Fairfax,VA,474900.0
49221,Adrian,MI,120200.0
11743,Huntington,NY,739941.5
19709,Middletown,DE,354900.0
85226,Chandler,AZ,312576.0
07753,Neptune,NJ,299900.0
55423,Richfield,MN,250000.0
76513,Belton,TX,249900.0
91764,Ontario,CA,409894.0
75028,Flower Mound,TX,394489.0
12601,Poughkeepsie,NY,218000.0
75044,Garland,TX,269900.0
95926,Chico,CA,339000.0
70118,New Orleans,LA,364750.0
32724,Deland,FL,254700.0
72450,Paragould,AR,158800.0
83706,Boise,ID,312500.0
95023,Hollister,CA,586450.0
30019,Dacula,GA,309500.0
30165,Rome,GA,159900.0
60653,Chicago,IL,317400.0
78217,San Antonio,TX,172400.0
70458,Slidell,LA,186000.0
60654,Chicago,IL,500000.0
76904,San Angelo,TX,250000.0
60090,Wheeling,IL,219950.0
08094,Monroe,NJ,169900.0
33428,Boca Raton,FL,324900.0
33881,Winter Haven,FL,204900.0
49508,Kentwood,MI,193900.0
48105,Ann Arbor,MI,453450.0
07307,Jersey City,NJ,599000.0
19082,Upper Darby,PA,99999.5
80227,Lakewood,CO,413500.0
27530,Goldsboro,NC,157000.0
74136,Tulsa,OK,212450.0
61704,Bloomington,IL,209700.0
64133,Raytown,MO,123250.0
19130,Philadelphia,PA,399500.0
33016,Hialeah,FL,260000.0
71203,Monroe,LA,189950.0
30152,Kennesaw,GA,395949.5
50315,Des Moines,IA,124900.0
46219,Indianapolis,IN,113150.0
73170,Oklahoma City,OK,238575.0
89128,Las Vegas,NV,252450.0
12401,Kingston,NY,235000.0
76107,Fort Worth,TX,419000.0
89015,Henderson,NV,269950.0
85033,Phoenix,AZ,184000.0
59701,Butte,MT,144950.0
63701,Cape Girardeau,MO,172400.0
28803,Asheville,NC,371000.0
37363,Ooltewah,TN,322900.0
08902,North Brunswick,NJ,300000.0
78413,Corpus Christi,TX,214000.0
93455,Santa Maria,CA,470995.0
30084,Tucker,GA,250000.0
33611,Tampa,FL,374900.0
40220,Louisville,KY,207900.0
94608,Oakland,CA,679499.5
08360,Vineland,NJ,139900.0
48310,Sterling Heights,MI,217000.0
61201,Rock Island,IL,97250.0
93534,Lancaster,CA,250000.0
08012,Gloucester,NJ,179900.0
19063,Middletown,PA,439500.0
37174,Spring Hill,TN,321095.0
44512,Boardman,OH,124999.0
92025,Escondido,CA,549000.0
97224,Tigard,OR,448000.0
11249,New York,NY,1600000.0
28273,Charlotte,NC,246995.0
87505,Santa Fe,NM,489000.0
01040,Holyoke,MA,199900.0
70056,Gretna,LA,195000.0
63114,Overland,MO,79997.5
70808,Baton Rouge,LA,369000.0
32127,Port Orange,FL,292400.0
97222,Milwaukie,OR,349999.0
04240,Lewiston,ME,153000.0
85120,Apache Junction,AZ,195000.0
33401,West Palm Beach,FL,349500.0
43110,Columbus,OH,215000.0
91320,Thousand Oaks,CA,737450.0
27330,Sanford,NC,178937.5
33172,Fountainbleau,FL,219450.0
62521,Decatur,IL,109700.0
30305,Atlanta,GA,689000.0
23111,Mechanicsville,VA,259975.0
91016,Monrovia,CA,747000.0
84321,Logan,UT,279900.0
77338,Humble,TX,170250.0
90291,Los Angeles,CA,2112500.0
85286,Chandler,AZ,389950.0
21060,Glen Burnie,MD,299990.0
84107,Murray,UT,316900.0
33032,Princeton,FL,269900.0
28208,Charlotte,NC,180000.0
72712,Bentonville,AR,325000.0
80205,Denver,CO,485000.0
33018,Hialeah,FL,366390.0
80524,Fort Collins,CO,435000.0
92395,Victorville,CA,264900.0
97080,Gresham,OR,410000.0
80126,Highlands Ranch,CO,509900.0
91606,Los Angeles,CA,649949.5
30252,McDonough,GA,269900.0
78041,Laredo,TX,265000.0
31313,Hinesville,GA,135000.0
31405,Savannah,GA,274445.0
30102,Acworth,GA,230000.0
64804,Joplin,MO,159889.0
34232,Sarasota,FL,249949.5
80228,Lakewood,CO,449950.0
91423,Los Angeles,CA,1299000.0
97230,Portland,OR,339817.0
14612,Greece,NY,147900.0
30213,Fairburn,GA,212000.0
90065,Los Angeles,CA,809000.0
33880,Winter Haven,FL,184900.0
85210,Mesa,AZ,222000.0
02920,Cranston,RI,253711.0
75075,Plano,TX,339000.0
96826,Honolulu,HI,428000.0
32547,Fort Walton Beach,FL,218500.0
96753,Kihei,HI,794999.0
17403,York,PA,169900.0
02128,Boston,MA,599000.0
31210,Macon,GA,239900.0
37207,Nashville,TN,294500.0
33155,Coral Terrace,FL,440500.0
85302,Glendale,AZ,229900.0
95928,Chico,CA,350550.0
48227,Detroit,MI,35000.0
20785,Greater Landover,MD,239999.0
34983,Port Saint Lucie,FL,224950.0
35630,Florence,AL,127950.0
32506,Pensacola,FL,174000.0
33193,Kendall West,FL,279450.0
33131,Miami,FL,495000.0
58078,West Fargo,ND,249995.0
78006,Boerne,TX,423990.0
29461,Moncks Corner,SC,247080.0
61832,Danville,IL,69900.0
08857,Old Bridge,NJ,375000.0
70122,New Orleans,LA,249950.0
94404,Foster City,CA,1284940.0
50023,Ankeny,IA,255900.0
20743,Coral Hills,MD,230000.0
53219,Milwaukee,WI,144900.0
28092,Lincolnton,NC,196950.0
92557,Moreno Valley,CA,355000.0
70117,New Orleans,LA,224900.0
92584,Menifee,CA,400990.0
48917,Lansing,MI,163200.0
94804,Richmond,CA,495000.0
77009,Houston,TX,389900.0
36330,Enterprise,AL,173950.0
14225,Cheektowaga,NY,120000.0
27704,Durham,NC,198450.0
85086,Anthem,AZ,380000.0
30132,Dallas,GA,257432.0
33133,Miami,FL,998987.0
23231,Henrico,VA,230000.0
98584,Shelton,WA,244900.0
33014,Hialeah,FL,285000.0
98908,Yakima,WA,319925.0
84020,Draper,UT,574700.0
53154,Oak Creek,WI,259900.0
60302,Oak Park,IL,395000.0
92069,San Marcos,CA,589999.0
75060,Irving,TX,207450.0
46835,Fort Wayne,IN,144900.0
75154,Glenn Heights,TX,259450.0
77096,Houston,TX,379000.0
33604,Tampa,FL,199000.0
60409,Calumet City,IL,89900.0
92084,Vista,CA,649475.0
06040,Manchester,CT,174900.0
30458,Statesboro,GA,142500.0
76262,Trophy Club,TX,495732.0
33702,Saint Petersburg,FL,228400.0
95404,Santa Rosa,CA,695000.0
90292,Los Angeles,CA,1222628.0
90723,Paramount,CA,389900.0
27502,Apex,NC,379900.0
34653,New Port Richey,FL,149900.0
62526,Decatur,IL,85990.0
70058,Harvey,LA,169000.0
44145,Westlake,OH,315000.0
60068,Park Ridge,IL,449900.0
78154,Schertz,TX,254712.0
71291,West Monroe,LA,199900.0
87144,Rio Rancho,NM,239000.0
28607,Boone,NC,369900.0
92243,El Centro,CA,236000.0
94551,Livermore,CA,724999.5
21208,Pikesville,MD,279900.0
34110,Naples,FL,487495.0
54313,Howard,WI,272450.0
98026,Edmonds,WA,549950.0
90262,Lynwood,CA,424950.0
91913,Chula Vista,CA,553950.0
40515,Lexington,KY,264950.0
63304,Weldon Spring,MO,290500.0
89012,Henderson,NV,390000.0
92019,El Cajon,CA,598000.0
19966,Millsboro,DE,289900.0
30338,Dunwoody,GA,509900.0
90501,Torrance,CA,665000.0
95403,Santa Rosa,CA,589000.0
35226,Hoover,AL,329900.0
33952,Port Charlotte,FL,164000.0
90405,Santa Monica,CA,1690000.0
48154,Livonia,MI,222500.0
11365,New York,NY,888000.0
93313,Bakersfield,CA,278150.0
91732,El Monte,CA,512900.0
43147,Pickerington,OH,264800.0
87401,Farmington,NM,195000.0
89523,Reno,NV,459350.0
44146,Bedford,OH,109900.0
20110,Manassas,VA,348355.0
84047,Midvale,UT,299900.0
28625,Statesville,NC,201200.0
60031,Gurnee,IL,278250.0
55369,Maple Grove,MN,299900.0
84096,Herriman,UT,359925.0
80203,Denver,CO,370000.0
97305,Hayesville,OR,269950.0
75081,Richardson,TX,290000.0
85614,Green Valley,AZ,213450.0
85035,Phoenix,AZ,184999.0
21014,Bel Air,MD,319929.0
50317,Des Moines,IA,129900.0
73110,Midwest City,OK,92750.0
90740,Seal Beach,CA,285000.0
88240,Hobbs,NM,197088.5
33147,West Little River,FL,224949.5
80247,Denver,CO,226900.0
19958,Lewes,DE,399900.0
78749,Austin,TX,372200.0
55330,Elk River,MN,329900.0
63119,Webster Groves,MO,246250.0
38018,Memphis,TN,194900.0
99206,Spokane Valley,WA,239900.0
30294,Conley,GA,184900.0
37643,Elizabethton,TN,149750.0
40229,Louisville,KY,195000.0
55407,Minneapolis,MN,240950.0
92308,Apple Valley,CA,265500.0
89149,Las Vegas,NV,363999.5
94578,San Leandro,CA,632500.0
97128,McMinnville,OR,398800.0
76210,Denton,TX,297000.0
14215,Buffalo,NY,65000.0
29063,Irmo,SC,245150.0
48221,Detroit,MI,75700.0
86442,Bullhead City,AZ,191728.0
48423,Davison,MI,169900.0
53066,Oconomowoc,WI,399900.0
60074,Palatine,IL,256899.0
86004,Flagstaff,AZ,419700.0
46260,Indianapolis,IN,247750.0
30701,Calhoun,GA,160900.0
77035,Houston,TX,279900.0
89104,Las Vegas,NV,245499.5
10013,New York,NY,3950000.0
38118,Memphis,TN,69700.0
23831,Chester,VA,264975.0
48127,Dearborn Heights,MI,172000.0
63901,Poplar Bluff,MO,119900.0
53188,Waukesha,WI,259900.0
92307,Apple Valley,CA,299999.5
29209,Columbia,SC,148900.0
70601,Lake Charles,LA,141900.0
73401,Ardmore,OK,160000.0
40272,Louisville,KY,136450.0
28214,Charlotte,NC,205000.0
11231,New York,NY,1643500.0
94044,Pacifica,CA,928888.0
23060,Glen Allen,VA,309975.0
48239,Redford,MI,106750.0
75069,McKinney,TX,379990.0
53218,Milwaukee,WI,84900.0
77065,Houston,TX,207450.0
17112,Lower Paxton,PA,283811.0
89030,North Las Vegas,NV,184999.0
06450,Meriden,CT,165000.0
90638,La Mirada,CA,589950.0
93726,Fresno,CA,201250.0
33573,Sun City Center,FL,225390.0
38002,Lakeland,TN,289250.0
11367,New York,NY,338500.0
98502,Olympia,WA,365000.0
46112,Brownsburg,IN,259900.0
90008,Los Angeles,CA,929000.0
37214,Nashville,TN,245000.0
95757,Elk Grove,CA,490495.0
98087,Lynnwood,WA,469800.0
32163,The Villages,FL,349450.0
10950,Monroe,NY,339900.0
90241,Downey,CA,620000.0
80004,Arvada,CO,425000.0
27560,Morrisville,NC,336132.5
98374,South Hill,WA,369972.5
92262,Palm Springs,CA,489900.0
77471,Rosenberg,TX,234900.0
99352,Richland,WA,353689.0
83201,Pocatello,ID,169900.0
66212,Overland Park,KS,220000.0
91401,Los Angeles,CA,760000.0
30269,Peachtree City,GA,375000.0
52240,Iowa City,IA,250000.0
55987,Winona,MN,159900.0
92840,Garden Grove,CA,606990.0
93940,Monterey,CA,752000.0
90266,Manhattan Beach,CA,2524000.0
95973,Chico,CA,360000.0
19115,Philadelphia,PA,267400.0
94523,Pleasant Hill,CA,750000.0
94582,San Ramon,CA,1198000.0
92505,Riverside,CA,399999.0
93030,Oxnard,CA,513000.0
32209,Jacksonville,FL,46000.0
63146,Creve Coeur,MO,219950.0
01760,Natick,MA,599000.0
06106,Hartford,CT,149999.0
75501,Texarkana,TX,134250.0
03103,Manchester,NH,224900.0
58503,Bismarck,ND,319450.0
98056,Renton,WA,599969.0
83815,Coeur d'Alene,ID,339000.0
34205,Bradenton,FL,199000.0
89431,Sparks,NV,269000.0
91767,Pomona,CA,435000.0
33707,Gulfport,FL,285000.0
92705,North Tustin,CA,1099000.0
91360,Thousand Oaks,CA,689000.0
60047,Lake Zurich,IL,507490.0
92649,Huntington Beach,CA,1049000.0
95691,West Sacramento,CA,445000.0
92821,Brea,CA,689000.0
68104,Omaha,NE,122000.0
17013,Carlisle,PA,169450.0
60030,Grayslake,IL,209347.5
30092,Peachtree Corners,GA,347450.0
26508,Brookhaven,WV,346500.0
91604,Los Angeles,CA,1597000.0
94560,Newark,CA,899000.0
08901,New Brunswick,NJ,264950.0
98366,Port Orchard,WA,299900.0
59405,Great Falls,MT,169995.0
21042,Ellicott City,MD,650000.0
83401,Idaho Falls,ID,247450.0
20707,Laurel,MD,299950.0
13027,Lysander,NY,215000.0
58701,Minot,ND,215000.0
22015,Burke,VA,495000.0
89032,North Las Vegas,NV,258495.0
92373,Redlands,CA,557000.0
29710,Clover,SC,325000.0
38301,Jackson,TN,69652.0
02909,Providence,RI,179900.0
21244,Windsor Mill,MD,219000.0
43402,Bowling Green,OH,206250.0
12020,Milton,NY,294400.0
33010,Hialeah,FL,300000.0
44095,Eastlake,OH,124900.0
55082,Stillwater,MN,450000.0
80204,Denver,CO,535000.0
08096,Deptford,NJ,159999.0
37919,Knoxville,TN,392500.0
78218,San Antonio,TX,168999.0
40207,Louisville,KY,348950.0
43221,Upper Arlington,OH,359950.0
10304,New York,NY,567000.0
29466,Mount Pleasant,SC,477990.0
74014,Broken Arrow,OK,189000.0
95991,Yuba City,CA,280000.0
58102,Fargo,ND,182500.0
96701,Aiea,HI,485000.0
98198,Des Moines,WA,409975.0
47403,Bloomington,IN,189450.0
72023,Cabot,AR,165975.0
85042,Phoenix,AZ,249250.0
80221,Sherrelwood,CO,374949.5
90505,Torrance,CA,934400.0
72120,Sherwood,AR,179500.0
89506,Reno,NV,305950.0
10035,New York,NY,739000.0
12901,Plattsburgh,NY,164900.0
18018,Bethlehem,PA,174900.0
90808,Long Beach,CA,698999.5
60564,Naperville,IL,449900.0
78537,Donna,TX,136700.0
33710,Saint Petersburg,FL,249900.0
95833,Sacramento,CA,305000.0
60103,Bartlett,IL,289000.0
78586,San Benito,TX,129950.0
95843,Sacramento,CA,349900.0
77356,Montgomery,TX,326950.0
84123,Taylorsville,UT,329900.0
89139,Las Vegas,NV,298838.0
57702,Rapid City,SD,344950.0
33884,Winter Haven,FL,219900.0
08302,Bridgeton,NJ,139950.0
30033,Decatur,GA,360000.0
43614,Toledo,OH,117495.0
60137,Glen Ellyn,IL,424900.0
98107,Seattle,WA,769950.0
20120,Centreville,VA,460000.0
18966,Northampton,PA,349900.0
97526,Grants Pass,OR,338500.0
97527,Grants Pass,OR,349999.5
30344,East Point,GA,154700.0
27534,Goldsboro,NC,169900.0
28405,Wilmington,NC,299900.0
40391,Winchester,KY,167900.0
22031,Fairfax,VA,599950.0
18704,Kingston,PA,119000.0
28348,Hope Mills,NC,178500.0
33309,Oakland Park,FL,209950.0
17011,Lower Allen,PA,199900.0
44121,South Euclid,OH,94999.5
77054,Houston,TX,145000.0
80128,Ken Caryl,CO,395750.0
98117,Seattle,WA,759000.0
78418,Corpus Christi,TX,249900.0
29650,Greer,SC,268500.0
85379,Surprise,AZ,264950.0
47714,Evansville,IN,79900.0
23235,Bon Air,VA,267450.0
85233,Gilbert,AZ,309950.0
91387,Santa Clarita,CA,596900.0
47630,Newburgh,IN,242900.0
80916,Colorado Springs,CO,225000.0
30180,Villa Rica,GA,208407.5
36526,Daphne,AL,244900.0
89102,Las Vegas,NV,275000.0
96707,Kapolei,HI,612500.0
28792,Hendersonville,NC,285000.0
10583,Scarsdale,NY,1054547.5
12590,Wappinger,NY,324950.0
66048,Leavenworth,KS,136500.0
21113,Odenton,MD,348864.5
15401,Uniontown,PA,129900.0
32084,Saint Augustine,FL,289000.0
01852,Lowell,MA,289900.0
31406,Savannah,GA,227450.0
21403,Annapolis,MD,454500.0
42104,Bowling Green,KY,264999.0
45503,Springfield,OH,104900.0
59715,Bozeman,MT,625000.0
75605,Longview,TX,215000.0
49855,Marquette,MI,242450.0
85213,Mesa,AZ,349000.0
15001,Hopewell,PA,147644.0
34109,Naples,FL,424900.0
06066,Vernon Rockville,CT,184950.0
80226,Lakewood,CO,380000.0
82009,Cheyenne,WY,364700.0
97322,Albany,OR,250000.0
71360,Pineville,LA,179000.0
48186,Westland,MI,124900.0
85718,Tucson,AZ,584000.0
85138,Maricopa,AZ,220000.0
22980,Waynesboro,VA,212400.0
33950,Punta Gorda,FL,369000.0
45458,Centerville,OH,299500.0
60202,Evanston,IL,279950.0
17402,York,PA,249052.0
37922,Knoxville,TN,410400.0
21157,Westminster,MD,334000.0
99507,Anchorage,AK,289500.0
77079,Houston,TX,498750.0
03820,Dover,NH,349950.0
30189,Woodstock,GA,309000.0
31602,Valdosta,GA,144900.0
98032,Kent,WA,319950.0
84120,West Valley City,UT,270000.0
93612,Clovis,CA,234950.0
01545,Shrewsbury,MA,419900.0
95307,Ceres,CA,309000.0
98155,Shoreline,WA,620000.0
77092,Houston,TX,265000.0
44105,Cleveland,OH,35000.0
50265,West Des Moines,IA,234900.0
71106,Shreveport,LA,293000.0
72762,Springdale,AR,272000.0
32114,Daytona Beach,FL,129900.0
94583,San Ramon,CA,968000.0
70817,Baton Rouge,LA,256000.0
88220,Carlsbad,NM,205000.0
21784,Sykesville,MD,410000.0
60504,Aurora,IL,227000.0
34491,Summerfield,FL,214000.0
33756,Clearwater,FL,252450.0
77006,Houston,TX,569950.0
28303,Fayetteville,NC,122000.0
85257,Scottsdale,AZ,349900.0
23323,Chesapeake,VA,329900.0
10301,New York,NY,577000.0
85037,Phoenix,AZ,199500.0
78541,Edinburg,TX,195960.0
98059,Renton,WA,675000.0
34285,Venice,FL,360000.0
88001,Las Cruces,NM,125000.0
84106,Salt Lake City,UT,399900.0
54311,Green Bay,WI,252900.0
80112,Centennial,CO,444900.0
08332,Millville,NJ,102450.0
08807,Bridgewater,NJ,479000.0
30329,North Druid Hills,GA,482450.0
02864,Cumberland,RI,319900.0
03102,Manchester,NH,260950.0
32812,Orlando,FL,276950.0
20109,Manassas,VA,279760.0
32250,Jacksonville Beach,FL,467999.0
97404,Eugene,OR,299000.0
90744,Los Angeles,CA,450000.0
50010,Ames,IA,215000.0
80920,Colorado Springs,CO,374950.0
97478,Springfield,OR,269900.0
77074,Houston,TX,189000.0
51501,Council Bluffs,IA,124900.0
80003,Arvada,CO,383950.0
30087,Stone Mountain,GA,225000.0
59801,Missoula,MT,309500.0
80031,Westminster,CO,365000.0
93619,Clovis,CA,419900.0
34243,Sarasota,FL,299700.0
53186,Waukesha,WI,214200.0
44221,Cuyahoga Falls,OH,124900.0
0969,Guaynabo,AR,191500.0
32503,Pensacola,FL,259450.0
63010,Arnold,MO,197000.0
03104,Manchester,NH,242000.0
72143,Searcy,AR,147000.0
63125,Lemay,MO,130997.5
88011,Las Cruces,NM,259200.0
11757,Lindenhurst,NY,373500.0
78610,Buda,TX,271769.5
80206,Denver,CO,828812.5
33060,Pompano Beach,FL,309950.0
63109,Saint Louis,MO,184000.0
13126,Oswego,NY,94900.0
19904,Dover,DE,215000.0
75038,Irving,TX,478000.0
16601,Altoona,PA,107900.0
34208,Bradenton,FL,282695.0
27104,Winston-Salem,NC,287000.0
44266,Ravenna,OH,168550.0
17111,Lower Paxton,PA,238266.0
75701,Tyler,TX,193700.0
77056,Houston,TX,680000.0
31904,Columbus,GA,130000.0
47802,Terre Haute,IN,141400.0
91748,Rowland Heights,CA,761000.0
62234,Collinsville,IL,128500.0
99223,Spokane,WA,339950.0
66614,Topeka,KS,140000.0
07060,Plainfield,NJ,259000.0
39042,Brandon,MS,232400.0
57401,Aberdeen,SD,189900.0
11590,Westbury,NY,489000.0
28677,Statesville,NC,208900.0
60586,Plainfield,IL,244990.0
92543,Hemet,CA,234900.0
30238,Jonesboro,GA,139900.0
11520,Freeport,NY,389000.0
91306,Los Angeles,CA,559999.0
33462,Lantana,FL,275000.0
76706,Waco,TX,182566.0
15212,Pittsburgh,PA,139900.0
59601,Helena,MT,277450.0
85746,Tucson,AZ,164900.0
34108,Naples,FL,775000.0
68521,Lincoln,NE,199500.0
35244,Hoover,AL,399900.0
24540,Danville,VA,89900.0
44004,Ashtabula,OH,89900.0
92591,Temecula,CA,474450.0
30046,Lawrenceville,GA,219900.0
33140,Miami Beach,FL,599000.0
06513,New Haven,CT,149950.0
23503,Norfolk,VA,205000.0
94954,Petaluma,CA,650000.0
53151,New Berlin,WI,279000.0
34759,Poinciana,FL,195000.0
40165,Shepherdsville,KY,212990.0
78729,Austin,TX,308000.0
97209,Portland,OR,532700.0
36532,Fairhope,AL,392884.5
46123,Avon,IN,245000.0
63011,Ballwin,MO,325000.0
57103,Sioux Falls,SD,182900.0
58801,Williston,ND,270000.0
44312,Akron,OH,104995.0
85023,Phoenix,AZ,259900.0
98312,Bremerton,WA,299500.0
01841,Lawrence,MA,259000.0
54729,Chippewa Falls,WI,219900.0
32082,Ponte Vedra Beach,FL,674900.0
0778,Gurabo,CO,176950.0
32258,Jacksonville,FL,259900.0
44070,North Olmsted,OH,166250.0
96792,Waianae,HI,399450.0
97233,Portland,OR,299900.0
91607,Los Angeles,CA,868898.0
53719,Madison,WI,252000.0
47715,Evansville,IN,149900.0
94534,Fairfield,CA,584999.0
21703,Frederick,MD,281990.0
75087,Rockwall,TX,336990.0
37217,Nashville,TN,214900.0
24112,Martinsville,VA,93950.0
98031,Kent,WA,462000.0
76248,Keller,TX,449000.0
80209,Denver,CO,800000.0
78596,Weslaco,TX,154950.0
97214,Portland,OR,599000.0
19114,Philadelphia,PA,219899.0
08080,Washington,NJ,224900.0
30014,Covington,GA,239900.0
44039,North Ridgeville,OH,229700.0
32205,Jacksonville,FL,199900.0
28358,Lumberton,NC,118400.0
43613,Toledo,OH,86000.0
16101,New Castle,PA,52500.0
80027,Louisville,CO,579950.0
37312,Cleveland,TN,229450.0
32904,West Melbourne,FL,272990.0
80010,Aurora,CO,302450.0
02893,West Warwick,RI,229900.0
10012,New York,NY,3024500.0
60607,Chicago,IL,499900.0
32578,Niceville,FL,310000.0
92570,Perris,CA,399900.0
62269,O Fallon,IL,222303.0
92374,Redlands,CA,379000.0
93635,Los Banos,CA,326499.5
01930,Gloucester,MA,589000.0
07666,Teaneck,NJ,409900.0
48195,Southgate,MI,119000.0
28031,Cornelius,NC,419900.0
10801,New Rochelle,NY,461950.0
60612,Chicago,IL,309900.0
01604,Worcester,MA,225000.0
48642,Midland,MI,169900.0
23321,Chesapeake,VA,310000.0
98203,Everett,WA,392497.5
33029,Pembroke Pines,FL,455000.0
07202,Elizabeth,NJ,259900.0
45036,Lebanon,OH,273900.0
19901,Dover,DE,234990.0
62301,Quincy,IL,114900.0
77381,The Woodlands,TX,399900.0
40218,Louisville,KY,150000.0
48312,Sterling Heights,MI,189945.0
23832,Chesterfield,VA,332950.0
33905,Fort Myers,FL,269990.0
61401,Galesburg,IL,82500.0
77520,Baytown,TX,129500.0
72204,Little Rock,AR,79900.0
48313,Sterling Heights,MI,189900.0
54880,Superior,WI,124900.0
92410,San Bernardino,CA,242500.0
25801,Beckley,WV,123000.0
33404,Riviera Beach,FL,438999.0
98683,Vancouver,WA,379900.0
56601,Bemidji,MN,200000.0
75904,Lufkin,TX,199950.0
28052,Gastonia,NC,124950.0
34113,Naples,FL,355499.5
80503,Longmont,CO,592500.0
85367,Yuma,AZ,219000.0
37830,Oak Ridge,TN,199900.0
92879,Corona,CA,450000.0
96001,Redding,CA,324900.0
77354,The Woodlands,TX,321990.0
99163,Pullman,WA,315000.0
29301,Spartanburg,SC,162650.0
18951,Richland,PA,309000.0
91362,Thousand Oaks,CA,918000.0
78415,Corpus Christi,TX,139900.0
19606,Exeter,PA,167750.0
95380,Turlock,CA,300847.5
23059,Glen Allen,VA,509470.0
91311,Los Angeles,CA,699974.5
94531,Antioch,CA,499000.0
20815,Chevy Chase,MD,1099475.0
77377,Tomball,TX,313990.0
60007,Elk Grove Village,IL,266250.0
55418,Minneapolis,MN,245000.0
53132,Franklin,WI,289950.0
92240,Desert Hot Springs,CA,230000.0
92703,Santa Ana,CA,552444.0
06405,Branford,CT,349900.0
96786,Wahiawa,HI,615000.0
95695,Woodland,CA,397000.0
30117,Carrollton,GA,165000.0
08723,Brick,NJ,289000.0
55433,Coon Rapids,MN,219950.0
13502,Utica,NY,109900.0
46222,Indianapolis,IN,61000.0
33713,Saint Petersburg,FL,214999.0
34683,Palm Harbor,FL,349900.0
90048,Los Angeles,CA,1790000.0
60565,Naperville,IL,427450.0
15701,White,PA,149450.0
65301,Sedalia,MO,129900.0
85339,Phoenix,AZ,253000.0
08618,Trenton,NJ,107450.0
62002,Alton,IL,74950.0
80017,Aurora,CO,299975.0
91701,Rancho Cucamonga,CA,558800.0
85258,Scottsdale,AZ,519950.0
89178,Las Vegas,NV,328400.0
34104,Naples,FL,264950.0
78723,Austin,TX,399000.0
64068,Liberty,MO,234900.0
77706,Beaumont,TX,200000.0
97213,Portland,OR,449000.0
50310,Des Moines,IA,159900.0
98002,Auburn,WA,305000.0
30341,Chamblee,GA,449680.0
45103,Batavia,OH,242447.5
11040,North New Hyde Park,NY,750000.0
34957,Jensen Beach,FL,295000.0
37206,Nashville,TN,399400.0
40245,Louisville,KY,395000.0
30342,Sandy Springs,GA,794000.0
92707,Santa Ana,CA,514450.0
14086,Lancaster,NY,219900.0
34120,Naples,FL,334900.0
15236,Whitehall,PA,165000.0
72653,Mountain Home,AR,166450.0
76131,Fort Worth,TX,266699.5
48178,South Lyon,MI,397242.0
98229,Bellingham,WA,425000.0
77571,La Porte,TX,189900.0
78210,San Antonio,TX,219987.0
85741,Tucson,AZ,202530.0
95765,Rocklin,CA,529450.0
20817,Bethesda,MD,1350000.0
27614,Raleigh,NC,495000.0
78108,Cibolo,TX,266950.0
95401,Santa Rosa,CA,535000.0
28079,Indian Trail,NC,294900.0
89521,Reno,NV,479500.0
76013,Arlington,TX,239500.0
95835,Sacramento,CA,387195.0
89113,Las Vegas,NV,356245.0
19152,Philadelphia,PA,235000.0
37110,Mc Minnville,TN,155000.0
79416,Lubbock,TX,179950.0
74105,Tulsa,OK,300000.0
76006,Arlington,TX,279500.0
45150,Milford,OH,246950.0
33169,Miami Gardens,FL,217950.0
27540,Holly Springs,NC,394392.0
35209,Homewood,AL,379900.0
32092,Saint Augustine,FL,318985.0
60107,Streamwood,IL,200000.0
32065,Orange Park,FL,235000.0
43214,Columbus,OH,300000.0
20010,Washington,DC,677400.0
19083,Havertown,PA,329000.0
30161,Rome,GA,169900.0
98604,Battle Ground,WA,417475.0
48021,Eastpointe,MI,89900.0
34684,Palm Harbor,FL,219900.0
37814,Morristown,TN,169900.0
32541,Destin,FL,554900.0
04103,Portland,ME,291250.0
46033,Carmel,IN,359000.0
55122,Eagan,MN,275000.0
02904,North Providence,RI,219900.0
92107,San Diego,CA,875000.0
80521,Fort Collins,CO,469500.0
46062,Noblesville,IN,307995.0
98926,Ellensburg,WA,369000.0
77365,Porter,TX,274995.0
94561,Oakley,CA,499900.0
34287,North Port,FL,199900.0
07731,Howell,NJ,365500.0
29708,Fort Mill,SC,384750.0
33764,Clearwater,FL,229000.0
78727,Austin,TX,330000.0
47304,Muncie,IN,119900.0
46074,Westfield,IN,372445.0
03038,Derry,NH,289900.0
11357,New York,NY,988000.0
11756,Levittown,NY,449000.0
39532,Biloxi,MS,249900.0
49417,Grand Haven,MI,279900.0
98116,Seattle,WA,749450.0
55109,Maplewood,MN,240000.0
27302,Mebane,NC,242125.0
77073,Houston,TX,165000.0
76065,Midlothian,TX,328869.5
77304,Conroe,TX,297495.0
72032,Conway,AR,157400.0
20746,Suitland-Silver Hill,MD,225000.0
39120,Natchez,MS,169000.0
33801,Lakeland,FL,145000.0
33709,Kenneth City,FL,163610.0
