Zip,City,State,2018-11
78254,San Antonio,TX,301990.0
30047,Lilburn,GA,383375.0
92648,Huntington Beach,CA,1489000.0
32303,Tallahassee,FL,349900.0
48439,Grand Blanc,MI,245450.0
07047,North Bergen,NJ,675000.0
78759,Austin,TX,554000.0
95648,Lincoln,CA,624000.0
84404,Ogden,UT,440000.0
76179,Fort Worth,TX,408990.0
19148,Philadelphia,PA,379450.0
33463,Greenacres,FL,429990.0
07305,Jersey City,NJ,749499.5
27407,Greensboro,NC,263125.0
83646,Meridian,ID,427450.0
33141,Miami Beach,FL,749000.0
77070,Houston,TX,349950.0
01201,Pittsfield,MA,425000.0
75204,Dallas,TX,479900.0
32771,Sanford,FL,449900.0
53711,Madison,WI,410000.0
92130,San Diego,CA,1419500.0
33436,Boynton Beach,FL,532000.0
11354,New York,NY,998000.0
75070,McKinney,TX,400000.0
89147,Las Vegas,NV,404500.0
06457,Middletown,CT,359900.0
54601,La Crosse,WI,307450.0
30075,Roswell,GA,499000.0
75034,Frisco,TX,545497.0
78209,San Antonio,TX,539500.0
90036,Los Angeles,CA,1995000.0
97124,Hillsboro,OR,571000.0
98034,Kirkland,WA,975000.0
33021,Hollywood,FL,469000.0
96815,Honolulu,HI,1438000.0
33324,Plantation,FL,777450.0
85255,Scottsdale,AZ,874900.0
59102,Billings,MT,359900.0
45140,Loveland,OH,399700.0
92562,Murrieta,CA,694000.0
02780,Taunton,MA,419999.0
30067,Marietta,GA,620000.0
92117,San Diego,CA,895000.0
73013,Edmond,OK,283778.0
63301,Saint Charles,MO,299900.0
22201,Arlington,VA,899900.0
60004,Arlington Heights,IL,399700.0
11746,Huntington,NY,819894.0
17601,Manheim,PA,348290.0
29483,Summerville,SC,484900.0
47130,Jeffersonville,IN,294900.0
08527,Jackson,NJ,675000.0
92563,Murrieta,CA,479900.0
29588,Socastee,SC,327745.0
79424,Lubbock,TX,287500.0
22192,Woodbridge,VA,649900.0
92128,San Diego,CA,877000.0
19711,Newark,DE,439000.0
75098,Wylie,TX,370057.0
85383,Peoria,AZ,450000.0
78748,Austin,TX,425000.0
83709,Boise,ID,391250.0
07728,Freehold,NJ,700000.0
94591,Vallejo,CA,560000.0
30907,Martinez,GA,358500.0
19380,West Chester,PA,491400.0
28025,Concord,NC,354000.0
19702,Newark,DE,380000.0
30144,Kennesaw,GA,350000.0
70065,Kenner,LA,339900.0
72034,Conway,AR,284000.0
38654,Olive Branch,MS,291925.0
23456,Virginia Beach,VA,465000.0
61761,Normal,IL,239900.0
45424,Huber Heights,OH,215000.0
45040,Mason,OH,457000.0
90042,Los Angeles,CA,999000.0
27106,Winston-Salem,NC,421997.5
28540,Jacksonville,NC,232450.0
80016,Aurora,CO,600000.0
76051,Grapevine,TX,425000.0
97504,Medford,OR,519950.0
78520,Brownsville,TX,185000.0
93308,Oildale,CA,332000.0
23112,Midlothian,VA,397995.0
92882,Corona,CA,584900.0
27603,Raleigh,NC,460000.0
34748,Leesburg,FL,375000.0
29229,Columbia,SC,235000.0
78253,San Antonio,TX,335700.0
24060,Blacksburg,VA,377475.0
32137,Palm Coast,FL,435000.0
92399,Yucaipa,CA,599000.0
98225,Bellingham,WA,625000.0
75115,Desoto,TX,389995.0
97206,Portland,OR,577000.0
60402,Berwyn,IL,357000.0
84015,Clearfield,UT,410000.0
77373,Spring,TX,301955.0
33308,Fort Lauderdale,FL,669000.0
33312,Fort Lauderdale,FL,549000.0
11374,New York,NY,799999.0
33437,Boynton Beach,FL,450000.0
92201,Indio,CA,599000.0
33578,Riverview,FL,336631.0
27529,Garner,NC,376850.0
65202,Columbia,MO,309999.0
75093,Plano,TX,588000.0
60638,Chicago,IL,352450.0
22030,Fairfax,VA,750000.0
99336,Kennewick,WA,438900.0
30319,Brookhaven,GA,625000.0
38016,Memphis,TN,248900.0
19382,West Chester,PA,557862.5
70119,New Orleans,LA,398000.0
44646,Massillon,OH,250200.0
30114,Canton,GA,389900.0
80538,Loveland,CO,624000.0
10036,New York,NY,1450000.0
97405,Eugene,OR,525000.0
78230,San Antonio,TX,369900.0
48187,Canton,MI,389900.0
19145,Philadelphia,PA,375000.0
95350,Modesto,CA,425000.0
34698,Dunedin,FL,415000.0
63303,Saint Charles,MO,310000.0
28645,Lenoir,NC,299900.0
34997,Stuart,FL,419000.0
60639,Chicago,IL,336500.0
63366,O Fallon,MO,275000.0
92618,Irvine,CA,1408944.0
27606,Raleigh,NC,564990.0
45069,West Chester,OH,336135.5
19146,Philadelphia,PA,497000.0
78045,Laredo,TX,244450.0
39503,Gulfport,MS,249900.0
33914,Cape Coral,FL,519950.0
92024,Encinitas,CA,1649000.0
27405,Greensboro,NC,198900.0
56001,Mankato,MN,343950.0
28546,Jacksonville,NC,224900.0
33418,Palm Beach Gardens,FL,649950.0
97702,Bend,OR,675000.0
34952,Port Saint Lucie,FL,353950.0
37043,Clarksville,TN,295000.0
95624,Elk Grove,CA,601470.0
75068,Little Elm,TX,384900.0
22003,Annandale,VA,657475.0
46032,Carmel,IN,480000.0
85326,Buckeye,AZ,394749.5
32068,Middleburg,FL,331850.0
80504,Longmont,CO,484775.0
92509,Riverside,CA,499999.0
85374,Surprise,AZ,412450.0
75007,Carrollton,TX,355000.0
75071,McKinney,TX,401945.0
78550,Harlingen,TX,189900.0
04401,Bangor,ME,284500.0
36830,Auburn,AL,370000.0
96720,Hilo,HI,625000.0
30606,Athens,GA,439900.0
11210,New York,NY,942000.0
44124,Lyndhurst,OH,450000.0
92626,Costa Mesa,CA,1060000.0
29720,Lancaster,SC,342990.0
33065,Coral Springs,FL,424450.0
75231,Dallas,TX,499871.0
96817,Honolulu,HI,1395000.0
89129,Las Vegas,NV,450000.0
92880,Eastvale,CA,570000.0
92253,La Quinta,CA,799000.0
85254,Phoenix,AZ,539900.0
85205,Mesa,AZ,512000.0
58104,Fargo,ND,376500.0
23185,Williamsburg,VA,425000.0
19320,Valley,PA,364950.0
29607,Greenville,SC,299700.0
77386,Spring,TX,371865.0
80020,Broomfield,CO,599000.0
78258,San Antonio,TX,399999.0
33810,Lakeland,FL,279900.0
27613,Raleigh,NC,504999.0
20850,Rockville,MD,699500.0
87109,Albuquerque,NM,301500.0
20774,Kettering,MD,625000.0
34221,Palmetto,FL,469745.0
27526,Fuquay Varina,NC,378600.0
21228,Catonsville,MD,463495.0
48044,Macomb,MI,344500.0
60630,Chicago,IL,399000.0
98109,Seattle,WA,999000.0
75703,Tyler,TX,335500.0
23188,Williamsburg,VA,429997.5
65802,Springfield,MO,300000.0
49009,Oshtemo,MI,314900.0
29501,Florence,SC,269990.0
33176,Kendall,FL,637000.0
17602,Lancaster,PA,349900.0
75025,Plano,TX,399450.0
33020,Hollywood,FL,450000.0
92234,Cathedral City,CA,549300.0
98125,Seattle,WA,815000.0
97501,Medford,OR,575000.0
70816,Baton Rouge,LA,300000.0
73072,Norman,OK,342140.0
80123,Denver,CO,760000.0
91786,Upland,CA,539375.0
43235,Columbus,OH,367000.0
47401,Bloomington,IN,399000.0
72701,Fayetteville,AR,435000.0
78681,Round Rock,TX,450000.0
93312,Bakersfield,CA,324000.0
87112,Albuquerque,NM,319500.0
29414,Charleston,SC,448615.0
80918,Colorado Springs,CO,485747.0
19147,Philadelphia,PA,515000.0
93003,Ventura,CA,865000.0
75080,Richardson,TX,432400.0
15642,North Huntingdon,PA,308445.0
19464,Pottstown,PA,348273.5
40214,Louisville,KY,325000.0
22554,Stafford,VA,619900.0
23434,Suffolk,VA,349949.5
85338,Goodyear,AZ,398900.0
62704,Springfield,IL,249950.0
38017,Collierville,TN,472040.5
55044,Lakeville,MN,450000.0
60643,Chicago,IL,399000.0
77407,Richmond,TX,364500.0
34741,Kissimmee,FL,372450.0
77042,Houston,TX,499000.0
70001,Metairie,LA,369900.0
12065,Clifton Park,NY,379950.0
30016,Covington,GA,359950.0
27215,Burlington,NC,279430.0
97223,Tigard,OR,575000.0
85248,Chandler,AZ,435000.0
78216,San Antonio,TX,349000.0
77063,Houston,TX,376600.0
76549,Killeen,TX,229900.0
10010,New York,NY,2084500.0
79928,Horizon City,TX,189000.0
77081,Houston,TX,490000.0
33322,Sunrise,FL,459250.0
15237,Ross,PA,298950.0
46360,Michigan City,IN,449000.0
67212,Wichita,KS,202500.0
92708,Fountain Valley,CA,934950.0
85224,Chandler,AZ,398900.0
33178,Doral,FL,520000.0
43615,Toledo,OH,259450.0
57701,Rapid City,SD,337500.0
10306,New York,NY,682500.0
33062,Pompano Beach,FL,639900.0
27360,Thomasville,NC,239900.0
07470,Wayne,NJ,699000.0
34655,New Port Richey,FL,362200.0
29910,Bluffton,SC,699000.0
73120,Oklahoma City,OK,385000.0
38111,Memphis,TN,330000.0
30032,Candler-Mcafee,GA,369000.0
37918,Knoxville,TN,284900.0
19335,East Brandywine,PA,455000.0
70506,Lafayette,LA,238000.0
27615,Raleigh,NC,517450.0
85375,Sun City West,AZ,417000.0
08054,Mt Laurel,NJ,399999.0
40324,Georgetown,KY,336855.0
85207,Mesa,AZ,549900.0
35405,Tuscaloosa,AL,259900.0
33615,Town 'n' Country,FL,449950.0
45324,Fairborn,OH,222900.0
93063,Simi Valley,CA,884900.0
66502,Manhattan,KS,269950.0
55303,Ramsey,MN,399450.0
92103,San Diego,CA,1242000.0
93277,Visalia,CA,322000.0
92223,Beaumont,CA,499925.0
28173,Waxhaw,NC,449900.0
65804,Springfield,MO,299900.0
75219,Dallas,TX,625000.0
70301,Thibodaux,LA,258900.0
78247,San Antonio,TX,296990.0
96744,Kaneohe,HI,1250000.0
37660,Kingsport,TN,279000.0
13760,Union,NY,209000.0
87105,South Valley,NM,330000.0
54115,De Pere,WI,309900.0
27612,Raleigh,NC,574900.0
14075,Hamburg,NY,289000.0
73071,Norman,OK,276485.0
30236,Jonesboro,GA,399900.0
39401,Hattiesburg,MS,303250.0
75074,Plano,TX,405000.0
85283,Tempe,AZ,405000.0
07024,Fort Lee,NJ,875000.0
77546,Friendswood,TX,484495.0
20171,Herndon,VA,659990.0
17701,Williamsport,PA,244400.0
93720,Fresno,CA,375000.0
28412,Wilmington,NC,396750.0
92507,Riverside,CA,478500.0
96003,Redding,CA,425000.0
80526,Fort Collins,CO,559500.0
12866,Saratoga Springs,NY,499900.0
87507,Santa Fe,NM,592500.0
48307,Rochester Hills,MI,382400.0
91367,Los Angeles,CA,1199000.0
28806,Asheville,NC,399000.0
32164,Palm Coast,FL,289900.0
74055,Owasso,OK,295000.0
06492,Wallingford,CT,399900.0
29526,Conway,SC,324900.0
08053,Evesham,NJ,395000.0
29651,Greer,SC,291990.0
28110,Monroe,NC,359900.0
27513,Cary,NC,459400.0
33617,Temple Terrace,FL,369450.0
18103,Allentown,PA,389900.0
98391,Bonney Lake,WA,743950.0
28403,Wilmington,NC,464500.0
37087,Lebanon,TN,429665.0
92346,Highland,CA,527450.0
85016,Phoenix,AZ,525000.0
32837,Orlando,FL,357450.0
28117,Mooresville,NC,499000.0
92037,San Diego,CA,2497000.0
34744,Kissimmee,FL,345000.0
19103,Philadelphia,PA,599900.0
75063,Irving,TX,505900.0
37221,Nashville,TN,439700.0
16001,Butler,PA,279950.0
90049,Los Angeles,CA,3572500.0
43016,Dublin,OH,439900.0
97330,Corvallis,OR,549900.0
42301,Owensboro,KY,229900.0
75024,Plano,TX,528000.0
29073,Lexington,SC,234900.0
76542,Killeen,TX,221100.0
92260,Palm Desert,CA,714000.0
44691,Wooster,OH,269950.0
77008,Houston,TX,484000.0
95616,Davis,CA,750000.0
27107,Winston-Salem,NC,277527.5
10312,New York,NY,748000.0
24502,Lynchburg,VA,239000.0
90277,Redondo Beach,CA,1399000.0
78665,Round Rock,TX,430000.0
75023,Plano,TX,400000.0
65201,Columbia,MO,369900.0
80537,Loveland,CO,634000.0
33180,Aventura,FL,625000.0
19403,West Norriton,PA,385000.0
48170,Plymouth,MI,449900.0
87123,Albuquerque,NM,315000.0
26505,Morgantown,WV,309000.0
85711,Tucson,AZ,349900.0
15108,Moon,PA,309900.0
48111,Van Buren,MI,310330.0
98226,Bellingham,WA,675000.0
30064,Marietta,GA,450000.0
87110,Albuquerque,NM,295000.0
93291,Visalia,CA,349900.0
40509,Lexington,KY,350830.5
32940,Melbourne,FL,389450.0
54703,Eau Claire,WI,240400.0
11758,Massapequa,NY,734000.0
44212,Brunswick,OH,264500.0
08401,Atlantic City,NJ,399450.0
52404,Cedar Rapids,IA,299950.0
21044,Columbia,MD,525000.0
84043,Lehi,UT,524950.0
95060,Santa Cruz,CA,1496500.0
47201,Columbus,IN,369900.0
70810,Baton Rouge,LA,489900.0
85365,Yuma,AZ,275535.5
26554,Fairmont,WV,209750.0
97202,Portland,OR,679900.0
65803,Springfield,MO,289900.0
44870,Sandusky,OH,299000.0
85382,Peoria,AZ,389900.0
30518,Sugar Hill,GA,403490.0
68516,Lincoln,NE,349900.0
30809,Evans,GA,299450.0
78155,Seguin,TX,346900.0
95628,Fair Oaks,CA,649900.0
92407,San Bernardino,CA,500679.5
32703,Apopka,FL,355140.0
30309,Atlanta,GA,707450.0
98501,Olympia,WA,469450.0
87108,Albuquerque,NM,315000.0
37343,Chattanooga,TN,299250.0
29615,Greenville,SC,364900.0
77396,Atascocita,TX,366291.5
49424,Holland,MI,349000.0
70115,New Orleans,LA,499900.0
54935,Fond du Lac,WI,247400.0
29412,Charleston,SC,549900.0
11101,New York,NY,1058789.0
85018,Phoenix,AZ,755000.0
46350,La Porte,IN,299000.0
85719,Tucson,AZ,338250.0
98004,Bellevue,WA,2055000.0
37209,Nashville,TN,474900.0
85260,Scottsdale,AZ,540000.0
30605,Athens,GA,369900.0
96822,Honolulu,HI,1425000.0
70508,Lafayette,LA,322000.0
90803,Long Beach,CA,1449000.0
37920,Knoxville,TN,315000.0
48843,Howell,MI,315000.0
39402,Hattiesburg,MS,295000.0
14450,Perinton,NY,262450.0
32514,Pensacola,FL,339900.0
77511,Alvin,TX,399000.0
77040,Houston,TX,335000.0
32708,Winter Springs,FL,379500.0
29687,Taylors,SC,289950.0
10022,New York,NY,1838875.0
52402,Cedar Rapids,IA,239950.0
85044,Phoenix,AZ,449947.5
98118,Seattle,WA,830000.0
21401,Annapolis,MD,598999.5
32746,Lake Mary,FL,469900.0
49423,Holland,MI,350000.0
02703,Attleboro,MA,469000.0
73034,Edmond,OK,379900.0
61554,Pekin,IL,239000.0
97006,Beaverton,OR,595000.0
14224,West Seneca,NY,289900.0
42240,Hopkinsville,KY,302500.0
07712,Ocean,NJ,735000.0
77406,Richmond,TX,349900.0
29576,Murrells Inlet,SC,337371.5
08081,Winslow,NJ,349900.0
92078,San Marcos,CA,899700.0
92026,Escondido,CA,891858.0
92692,Mission Viejo,CA,1099000.0
78201,San Antonio,TX,314900.0
18104,Allentown,PA,339500.0
80211,Denver,CO,675000.0
37076,Nashville,TN,398000.0
75062,Irving,TX,463000.0
23602,Newport News,VA,329990.0
36116,Montgomery,AL,299200.0
91762,Ontario,CA,509000.0
83686,Nampa,ID,439900.0
98258,Lake Stevens,WA,749950.0
06460,Milford,CT,414900.0
11432,New York,NY,1055000.0
37620,Bristol,TN,289250.0
97007,Beaverton,OR,579995.0
78028,Kerrville,TX,473500.0
24018,Roanoke,VA,349925.0
60126,Elmhurst,IL,599900.0
