zip,state,2018-11
01604,MA,189500.0
48642,MI,81750.0
23321,VA,148450.0
98203,WA,329000.0
07202,NJ,225000.0
19901,DE,130500.0
62301,IL,54900.0
40218,KY,82500.0
33905,FL,145000.0
61401,IL,35900.0
77520,TX,106000.0
72204,AR,65000.0
54880,WI,75000.0
92410,CA,238000.0
33404,FL,149950.0
98683,WA,312000.0
56601,MN,72500.0
28052,NC,105000.0
34113,FL,199900.0
37830,TN,92900.0
96001,CA,172000.0
18951,PA,142250.0
19606,PA,95951.0
95380,CA,234500.0
91311,CA,429000.0
94531,CA,499000.0
92240,CA,219999.0
92703,CA,485000.0
06405,CT,135000.0
30117,GA,130000.0
08723,NJ,239900.0
55433,MN,189900.0
13502,NY,69900.0
33713,FL,135900.0
85339,AZ,197000.0
62002,IL,52900.0
80017,CO,274485.0
85258,AZ,185000.0
34104,FL,183000.0
50310,IA,123900.0
98002,WA,299950.0
34957,FL,145000.0
92707,CA,385000.0
34120,FL,221250.0
72653,AR,79900.0
98229,WA,260000.0
77571,TX,134900.0
33162,FL,109950.0
95835,CA,289975.0
89113,NV,169000.0
33169,FL,108000.0
60107,IL,149900.0
32065,FL,139000.0
30161,GA,52000.0
98604,WA,304900.0
48021,MI,75788.0
34684,FL,114000.0
37814,TN,82900.0
32541,FL,152000.0
02904,RI,189900.0
94561,CA,490000.0
34287,FL,159900.0
07731,NJ,255000.0
03038,NH,255400.0
11357,NY,269888.0
77073,TX,148900.0
20746,MD,220000.0
33709,FL,106450.0
33071,FL,154950.0
92264,CA,219437.5
93555,CA,149900.0
20735,MD,265000.0
33619,FL,136950.0
32958,FL,149900.0
92571,CA,279750.0
67203,KS,75000.0
93012,CA,419100.0
07740,NJ,257400.0
02908,RI,194450.0
33334,FL,139900.0
02816,RI,199900.0
49505,MI,129900.0
33143,FL,175000.0
48640,MI,79900.0
50401,IA,52926.0
54914,WI,114900.0
30315,GA,95500.0
93036,CA,437000.0
54401,WI,77480.0
33903,FL,134950.0
32301,FL,89900.0
56401,MN,119450.0
33990,FL,174900.0
80601,CO,282500.0
29456,SC,163000.0
19013,PA,50000.0
50701,IA,73000.0
89183,NV,173900.0
93458,CA,385200.0
60659,IL,132900.0
32211,FL,128900.0
78628,TX,234462.5
60060,IL,151500.0
60005,IL,132000.0
97236,OR,280000.0
60446,IL,150000.0
22701,VA,266990.0
50322,IA,107500.0
98201,WA,301000.0
33803,FL,97450.0
48507,MI,30000.0
85143,AZ,200450.0
44805,OH,65000.0
60517,IL,125000.0
33460,FL,160000.0
34608,FL,137750.0
61107,IL,74200.0
14304,NY,84408.0
36535,AL,149900.0
33432,FL,155000.0
32168,FL,139900.0
47711,IN,55000.0
77034,TX,135000.0
85323,AZ,191750.0
15227,PA,74900.0
29455,SC,145000.0
02886,RI,199900.0
61614,IL,57900.0
77566,TX,132000.0
19141,PA,100000.0
84067,UT,227000.0
96740,HI,232000.0
14626,NY,97000.0
90806,CA,462240.0
02720,MA,174450.0
06340,CT,145700.0
06614,CT,206500.0
90063,CA,425000.0
60101,IL,115000.0
98444,WA,260000.0
85014,AZ,162000.0
21227,MD,147949.5
06489,CT,133000.0
22630,VA,229900.0
01020,MA,153950.0
92065,CA,455000.0
65401,MO,88250.0
07109,NJ,268450.0
90001,CA,361500.0
79915,TX,88000.0
84403,UT,180000.0
92113,CA,398900.0
87107,NM,130000.0
92203,CA,277750.0
19136,PA,137450.0
42003,KY,39900.0
12203,NY,159000.0
58501,ND,172450.0
33351,FL,142500.0
90220,CA,400200.0
11779,NY,279499.5
43420,OH,69900.0
85268,AZ,180900.0
44128,OH,49500.0
21239,MD,149900.0
34652,FL,99900.0
46201,IN,59900.0
61821,IL,75450.0
31204,GA,29500.0
06770,CT,119900.0
95820,CA,245000.0
60532,IL,121750.0
19026,PA,129000.0
32208,FL,85000.0
53216,WI,89900.0
95407,CA,475000.0
85392,AZ,200000.0
96813,HI,298300.0
98499,WA,262000.0
33317,FL,128000.0
21212,MD,99000.0
95351,CA,220000.0
98168,WA,345000.0
23518,VA,150000.0
30274,GA,105000.0
98662,WA,299000.0
60046,IL,137400.0
62703,IL,59700.0
76543,TX,89450.0
52601,IA,55000.0
97355,OR,184900.0
29486,SC,149950.0
55432,MN,194947.5
32909,FL,149900.0
34689,FL,122450.0
60652,IL,141550.0
24012,VA,102900.0
75051,TX,149750.0
32570,FL,79900.0
34986,FL,149900.0
96002,CA,189900.0
85140,AZ,199500.0
90242,CA,450000.0
80917,CO,185000.0
85203,AZ,174900.0
77550,TX,123900.0
29406,SC,138450.0
32405,FL,117000.0
98030,WA,319950.0
11364,NY,285000.0
06111,CT,149700.0
92270,CA,246200.0
95945,CA,319000.0
70068,LA,119750.0
65536,MO,68450.0
76903,TX,83950.0
32277,FL,130000.0
64119,MO,111000.0
98513,WA,240000.0
33055,FL,180000.0
62226,IL,65450.0
08016,NJ,105900.0
32607,FL,91000.0
89107,NV,178750.0
58601,ND,164000.0
33069,FL,155000.0
08742,NJ,289000.0
91355,CA,412500.0
46342,IN,122750.0
52501,IA,48000.0
45005,OH,90000.0
33441,FL,133900.0
53142,WI,139900.0
16602,PA,60000.0
60169,IL,134900.0
91350,CA,480000.0
72209,AR,69900.0
85009,AZ,155000.0
19713,DE,119900.0
97420,OR,132250.0
29582,SC,130000.0
19151,PA,115000.0
46235,IN,89500.0
28560,NC,75000.0
20706,MD,271000.0
23453,VA,137500.0
34758,FL,170000.0
14621,NY,39999.0
44313,OH,79900.0
11704,NY,275000.0
95969,CA,198000.0
84081,UT,269500.0
60098,IL,138000.0
44129,OH,89900.0
20886,MD,239949.5
46151,IN,95000.0
61604,IL,59900.0
34606,FL,133900.0
55422,MN,199900.0
93705,CA,170000.0
92108,CA,349500.0
21237,MD,160000.0
70094,LA,117500.0
12309,NY,149949.5
83705,ID,189000.0
70501,LA,68000.0
07840,NJ,152200.0
49548,MI,129900.0
32720,FL,129450.0
07032,NJ,273700.0
31404,GA,96950.0
78221,TX,108307.0
60441,IL,139900.0
33326,FL,190000.0
92220,CA,250000.0
74063,OK,73900.0
46218,IN,45000.0
50158,IA,39900.0
54304,WI,119900.0
26101,WV,51250.0
29625,SC,107250.0
91316,CA,358000.0
81001,CO,86000.0
66044,KS,139925.0
80910,CO,218750.0
80602,CO,304900.0
19135,PA,130499.5
30741,GA,69900.0
34114,FL,166000.0
27332,NC,24900.0
02919,RI,190000.0
08865,NJ,110000.0
83605,ID,175499.0
45420,OH,70000.0
80237,CO,235000.0
92637,CA,310000.0
80218,CO,273000.0
99207,WA,139900.0
43612,OH,52900.0
06512,CT,139900.0
08043,NJ,125900.0
49507,MI,114900.0
53223,WI,113500.0
34743,FL,161450.0
48091,MI,59900.0
97266,OR,284900.0
23513,VA,129950.0
67217,KS,73900.0
93422,CA,424750.0
96814,HI,274950.0
97203,OR,299900.0
07107,NJ,198862.0
14616,NY,89900.0
34223,FL,147400.0
20745,MD,222500.0
44052,OH,68000.0
93702,CA,149900.0
33907,FL,126400.0
77489,TX,143900.0
19050,PA,115900.0
54303,WI,104900.0
41011,KY,71043.5
60050,IL,134950.0
21225,MD,85000.0
33409,FL,127500.0
21009,MD,185000.0
17046,PA,79900.0
33183,FL,178000.0
07011,NJ,283450.0
33407,FL,168000.0
02368,MA,304900.0
43050,OH,73500.0
93638,CA,160000.0
37172,TN,165000.0
33434,FL,83000.0
12303,NY,118450.0
92110,CA,399000.0
11717,NY,289000.0
07747,NJ,248700.0
03079,NH,289900.0
48089,MI,52500.0
60527,IL,115500.0
55421,MN,199000.0
81504,CO,174825.0
90604,CA,499999.0
60656,IL,135000.0
92701,CA,350000.0
63139,MO,89450.0
60515,IL,119000.0
45365,OH,60750.0
37086,TN,172900.0
80104,CO,302500.0
90002,CA,387000.0
33173,FL,183500.0
10704,NY,145900.0
44125,OH,69450.0
46516,IN,59949.5
32905,FL,126950.0
95340,CA,186250.0
84129,UT,269900.0
89081,NV,172000.0
53140,WI,134900.0
45239,OH,85000.0
32117,FL,109995.0
34238,FL,164900.0
80239,CO,300000.0
01826,MA,285000.0
54481,WI,109900.0
17022,PA,141249.5
32962,FL,129900.0
33026,FL,138700.0
08822,NJ,259000.0
98512,WA,191499.0
31705,GA,39000.0
60438,IL,114462.0
32408,FL,142950.0
55128,MN,172450.0
12205,NY,150000.0
43512,OH,64950.0
89503,NV,270000.0
19601,PA,59950.0
37921,TN,76950.0
53220,WI,145000.0
93454,CA,354000.0
98466,WA,315000.0
28146,NC,116500.0
06708,CT,124900.0
18015,PA,104900.0
32901,FL,139950.0
58554,ND,159950.0
33870,FL,74900.0
77502,TX,144900.0
98498,WA,274000.0
61108,IL,69000.0
23601,VA,145000.0
95204,CA,249000.0
02889,RI,199900.0
60110,IL,154900.0
46176,IN,74900.0
92120,CA,349500.0
46241,IN,64200.0
95210,CA,258000.0
15650,PA,79900.0
76117,TX,159900.0
91356,CA,387450.0
91352,CA,452500.0
97070,OR,284995.0
54494,WI,69900.0
37917,TN,94900.0
29115,SC,29500.0
06095,CT,139900.0
44135,OH,74500.0
80301,CO,345000.0
12302,NY,144900.0
77590,TX,119250.0
07065,NJ,250000.0
33913,FL,168000.0
07050,NJ,199000.0
27545,NC,157475.0
84660,UT,250000.0
98273,WA,256000.0
65616,MO,78250.0
07110,NJ,264950.0
32773,FL,145000.0
70126,LA,99000.0
36542,AL,148000.0
29926,SC,119250.0
34472,FL,85000.0
50021,IA,106950.0
96793,HI,381500.0
53406,WI,117000.0
70802,LA,50000.0
74066,OK,64900.0
80241,CO,306000.0
24501,VA,79000.0
32550,FL,159000.0
95842,CA,259000.0
14606,NY,74950.0
95834,CA,299000.0
20111,VA,269900.0
08087,NJ,185000.0
07208,NJ,252367.5
80911,CO,229900.0
22309,VA,184950.0
30094,GA,135000.0
97502,OR,188749.5
90221,CA,398950.0
92311,CA,139900.0
41018,KY,99300.0
98362,WA,192000.0
61801,IL,68450.0
78626,TX,230000.0
95838,CA,243495.0
92083,CA,419950.0
97220,OR,299900.0
02302,MA,279900.0
83687,ID,189994.5
58504,ND,162400.0
60139,IL,124400.0
47933,IN,72900.0
13905,NY,71250.0
45042,OH,78850.0
97132,OR,289450.0
65101,MO,65000.0
20770,MD,145000.0
01845,MA,259900.0
85017,AZ,172800.0
89011,NV,175000.0
95660,CA,251450.0
30013,GA,133900.0
34481,FL,95400.0
07103,NJ,200000.0
33426,FL,175000.0
76014,TX,161950.0
83651,ID,180000.0
86409,AZ,132500.0
21842,MD,143650.0
78602,TX,219900.0
32505,FL,65000.0
02536,MA,311950.0
98684,WA,294000.0
78634,TX,219995.0
76020,TX,136107.0
85053,AZ,190000.0
08075,NJ,118950.0
06811,CT,174900.0
32118,FL,99900.0
77506,TX,127000.0
08330,NJ,90000.0
20191,VA,235000.0
02072,MA,282400.0
21213,MD,55000.0
08046,NJ,130000.0
86326,AZ,217000.0
29566,SC,110000.0
06109,CT,150000.0
92586,CA,239794.0
08226,NJ,189450.0
21801,MD,129000.0
73107,OK,79900.0
98445,WA,286450.0
33772,FL,70900.0
37055,TN,169900.0
40505,KY,117500.0
95205,CA,206500.0
06320,CT,140000.0
34202,FL,167000.0
81004,CO,89000.0
32119,FL,131672.0
02861,RI,214900.0
12306,NY,124900.0
17325,PA,136000.0
77021,TX,96822.0
60133,IL,138325.0
98001,WA,350000.0
98404,WA,263950.0
84118,UT,249900.0
11727,NY,250000.0
60099,IL,119900.0
08050,NJ,242000.0
91722,CA,485000.0
77049,TX,137250.0
31093,GA,52000.0
30008,GA,102000.0
78239,TX,122395.0
52732,IA,49950.0
21601,MD,169414.0
06705,CT,109950.0
53227,WI,139900.0
61109,IL,55000.0
46229,IN,107000.0
29909,SC,209000.0
54911,WI,117000.0
22405,VA,257445.0
28401,NC,129700.0
93305,CA,144950.0
33712,FL,88800.0
85353,AZ,200327.5
94597,CA,540000.0
33304,FL,179900.0
91321,CA,349450.0
33912,FL,157500.0
33487,FL,169950.0
98665,WA,299900.0
08205,NJ,95950.0
93035,CA,445000.0
06118,CT,152238.5
06604,CT,172500.0
63121,MO,39900.0
33909,FL,170000.0
74017,OK,65600.0
98271,WA,325000.0
85340,AZ,179900.0
25701,WV,39999.5
63118,MO,55000.0
06776,CT,150000.0
23834,VA,137900.0
04901,ME,102500.0
33056,FL,165000.0
61615,IL,59900.0
38114,TN,29900.0
20603,MD,250000.0
53222,WI,129900.0
11901,NY,228546.5
23703,VA,145000.0
99654,AK,199900.0
52405,IA,93900.0
84115,UT,250000.0
32401,FL,86830.0
33852,FL,74950.0
22041,VA,224999.0
48161,MI,79900.0
45240,OH,102000.0
63028,MO,84950.0
33408,FL,159950.0
78244,TX,114949.5
64138,MO,110000.0
91354,CA,465000.0
34691,FL,113950.0
30012,GA,127900.0
66604,KS,52900.0
33496,FL,169900.0
48141,MI,42000.0
75241,TX,139990.0
86401,AZ,129900.0
76708,TX,67700.0
65775,MO,65000.0
32221,FL,134000.0
49707,MI,39000.0
73119,OK,74900.0
67601,KS,115000.0
33543,FL,132240.0
29928,SC,169900.0
37912,TN,104750.0
30224,GA,124900.0
76123,TX,175500.0
89142,NV,186900.0
97003,OR,299900.0
06514,CT,119900.0
70131,LA,100950.0
88005,NM,118000.0
37303,TN,57983.0
55429,MN,199900.0
53225,WI,117950.0
85335,AZ,194700.0
40258,KY,105500.0
85119,AZ,185000.0
07631,NJ,249500.0
07013,NJ,299000.0
90605,CA,484950.0
98405,WA,294475.0
07501,NJ,193450.0
45356,OH,62500.0
36109,AL,64900.0
19142,PA,66900.0
49509,MI,125000.0
08005,NJ,229900.0
22408,VA,257990.0
34747,FL,157750.0
34116,FL,169500.0
34982,FL,124900.0
92284,CA,214900.0
98685,WA,299900.0
84601,UT,239900.0
48906,MI,59900.0
98531,WA,154975.0
70114,LA,99000.0
60636,IL,47283.0
30296,GA,126900.0
20740,MD,275000.0
01851,MA,279900.0
28786,NC,125250.0
32539,FL,140000.0
19802,DE,87900.0
99801,AK,267950.0
95632,CA,305000.0
49048,MI,67450.0
98367,WA,252678.5
32927,FL,145000.0
94545,CA,628888.0
38122,TN,49900.0
12553,NY,234000.0
23222,VA,127000.0
92139,CA,419000.0
80817,CO,215000.0
53210,WI,80000.0
33763,FL,106950.0
07701,NJ,254900.0
29527,SC,139500.0
23701,VA,129500.0
77066,TX,147000.0
10710,NY,165000.0
60452,IL,136900.0
83607,ID,196995.0
33030,FL,154900.0
33563,FL,108445.0
07026,NJ,274900.0
31206,GA,29900.0
98409,WA,245000.0
06042,CT,150000.0
93552,CA,319900.0
17315,PA,127500.0
99645,AK,200000.0
06074,CT,147691.5
20602,MD,252450.0
48340,MI,60000.0
48506,MI,24500.0
46322,IN,139900.0
21001,MD,149950.0
93703,CA,169950.0
85629,AZ,159900.0
01830,MA,277000.0
64131,MO,71555.0
33314,FL,159000.0
98375,WA,309950.0
60827,IL,50000.0
94518,CA,598900.0
66102,KS,66750.0
32960,FL,133950.0
43223,OH,75900.0
32966,FL,109400.0
38106,TN,25000.0
94595,CA,484000.0
30088,GA,125000.0
08755,NJ,250000.0
98626,WA,167299.5
77530,TX,141000.0
90059,CA,382500.0
29418,SC,159375.0
75232,TX,142000.0
34769,FL,139900.0
03054,NH,172450.0
76140,TX,150000.0
60051,IL,137715.0
07106,NJ,200000.0
98338,WA,324900.0
92236,CA,240000.0
53144,WI,129900.0
34210,FL,150000.0
83402,ID,139900.0
87102,NM,127300.0
52403,IA,84950.0
32504,FL,98700.0
07748,NJ,261900.0
76801,TX,40950.0
46221,IN,69950.0
20784,MD,275000.0
34105,FL,199500.0
85132,AZ,176950.0
98372,WA,289000.0
01109,MA,121000.0
28390,NC,73200.0
76036,TX,169950.0
77016,TX,109450.0
29405,SC,108900.0
20721,MD,299900.0
95824,CA,239900.0
77067,TX,139900.0
94603,CA,480000.0
27288,NC,58600.0
60002,IL,129900.0
90810,CA,462450.0
33901,FL,109900.0
28144,NC,87838.5
32536,FL,144000.0
89145,NV,164900.0
34224,FL,140950.0
11414,NY,240000.0
28334,NC,70000.0
06704,CT,92000.0
97116,OR,314999.5
67218,KS,69900.0
19018,PA,124900.0
19973,DE,137400.0
67501,KS,46109.0
85756,AZ,149900.0
43227,OH,99900.0
70820,LA,91500.0
07860,NJ,209450.0
53916,WI,106750.0
30168,GA,136000.0
61103,IL,58450.0
99577,AK,228500.0
77551,TX,116950.0
28570,NC,125000.0
04210,ME,119000.0
12208,NY,153388.5
92583,CA,245000.0
29678,SC,88950.0
07719,NJ,299999.0
23607,VA,62500.0
15136,PA,45000.0
44310,OH,59900.0
44144,OH,84950.0
45248,OH,99900.0
74112,OK,82000.0
61938,IL,44450.0
55411,MN,158450.0
33066,FL,146838.5
07424,NJ,285000.0
98383,WA,200999.0
11722,NY,290000.0
12078,NY,61749.5
97071,OR,184000.0
64850,MO,69150.0
79930,TX,86000.0
30122,GA,139900.0
81501,CO,165000.0
77045,TX,132500.0
58703,ND,149900.0
60087,IL,129900.0
24017,VA,79500.0
33936,FL,133000.0
12047,NY,135900.0
85040,AZ,184922.0
13069,NY,59900.0
27262,NC,69900.0
98284,WA,269450.0
33054,FL,180000.0
10512,NY,248950.0
94619,CA,599000.0
20653,MD,184750.0
29575,SC,109000.0
94801,CA,425000.0
33805,FL,80000.0
98311,WA,276000.0
01108,MA,149950.0
60156,IL,149900.0
10708,NY,207000.0
34654,FL,89450.0
44137,OH,62500.0
98272,WA,340000.0
16510,PA,67950.0
98371,WA,324950.0
07724,NJ,239000.0
27577,NC,173000.0
32327,FL,106999.0
70127,LA,110000.0
92301,CA,230000.0
01854,MA,239900.0
08060,NJ,103623.0
54301,WI,109900.0
27260,NC,43000.0
08204,NJ,189000.0
98597,WA,239000.0
17408,PA,132400.0
33782,FL,127000.0
27597,NC,155000.0
32821,FL,148250.0
01013,MA,154900.0
76114,TX,149900.0
19607,PA,110000.0
19150,PA,139900.0
30248,GA,144450.0
45237,OH,75500.0
17406,PA,129900.0
30260,GA,109950.0
72118,AR,75000.0
93060,CA,409900.0
08088,NJ,123085.0
70363,LA,75862.5
17057,PA,109900.0
72301,AR,57450.0
32413,FL,133000.0
68107,NE,99750.0
27549,NC,149900.0
78242,TX,109900.0
86403,AZ,114950.0
05701,VT,89900.0
25705,WV,37750.0
67216,KS,65236.0
21223,MD,34900.0
98406,WA,319950.0
60466,IL,78500.0
06002,CT,139900.0
34212,FL,172995.0
20601,MD,265000.0
39501,MS,65000.0
34103,FL,229000.0
91740,CA,490000.0
41071,KY,79700.0
71909,AR,75000.0
92394,CA,249999.5
30291,GA,110000.0
98055,WA,259000.0
06451,CT,128503.0
17044,PA,55900.0
64052,MO,85000.0
97470,OR,127450.0
37148,TN,174900.0
85396,AZ,200990.0
84780,UT,194750.0
98664,WA,294900.0
98178,WA,335000.0
23324,VA,135000.0
64130,MO,45000.0
60538,IL,156450.0
10471,NY,205000.0
94621,CA,399000.0
98671,WA,290000.0
32763,FL,142250.0
97140,OR,267445.0
11763,NY,265000.0
85303,AZ,189900.0
33480,FL,175000.0
85306,AZ,175000.0
03867,NH,224950.0
37914,TN,79900.0
52803,IA,69800.0
60013,IL,149950.0
14020,NY,69900.0
72901,AR,62000.0
20190,VA,264900.0
03833,NH,315000.0
98292,WA,327000.0
82718,WY,189000.0
94580,CA,640000.0
89120,NV,148900.0
03053,NH,217500.0
44306,OH,45500.0
94803,CA,575000.0
98310,WA,270425.0
06108,CT,149900.0
64050,MO,89900.0
02346,MA,269900.0
60459,IL,147400.0
33444,FL,164900.0
95815,CA,226950.0
89156,NV,177894.0
27263,NC,69200.0
76541,TX,55000.0
73701,OK,49500.0
44305,OH,59900.0
02914,RI,219900.0
95341,CA,184200.0
60560,IL,147900.0
12533,NY,234450.0
18504,PA,58200.0
12144,NY,139900.0
84058,UT,241350.0
68111,NE,55000.0
85373,AZ,175000.0
17356,PA,111400.0
23805,VA,129750.0
33761,FL,108995.0
95354,CA,229499.5
15122,PA,72900.0
22556,VA,259450.0
34234,FL,135000.0
95841,CA,279000.0
53913,WI,114950.0
97058,OR,175900.0
08052,NJ,129900.0
19133,PA,52900.0
46805,IN,84500.0
74115,OK,52000.0
98022,WA,350000.0
22406,VA,249990.0
08037,NJ,102400.0
60178,IL,134900.0
33166,FL,170000.0
01832,MA,279900.0
06067,CT,130000.0
01104,MA,149000.0
21040,MD,142150.0
02905,RI,194900.0
28532,NC,92800.0
83404,ID,137450.0
43725,OH,49900.0
29360,SC,65000.0
14207,NY,75000.0
34788,FL,107326.5
85388,AZ,205000.0
20715,MD,276950.0
33406,FL,157900.0
49001,MI,69000.0
61920,IL,42700.0
28374,NC,122250.0
99502,AK,179900.0
70471,LA,112000.0
34470,FL,79900.0
92405,CA,249900.0
15120,PA,58931.5
67213,KS,60000.0
60406,IL,104900.0
08876,NJ,285000.0
08859,NJ,279900.0
91915,CA,440000.0
11701,NY,249949.5
61115,IL,64995.0
08105,NJ,72500.0
60426,IL,40000.0
20716,MD,264900.0
98520,WA,79900.0
76134,TX,164500.0
89106,NV,189500.0
15132,PA,39450.0
11720,NY,299450.0
77053,TX,119900.0
91945,CA,455000.0
08731,NJ,229900.0
30121,GA,129995.0
18505,PA,55000.0
61802,IL,73000.0
02910,RI,217450.0
64134,MO,85500.0
53147,WI,129900.0
11360,NY,260000.0
49783,MI,44900.0
70460,LA,105000.0
53143,WI,139900.0
79603,TX,70000.0
08109,NJ,125000.0
50702,IA,72000.0
44320,OH,42000.0
06488,CT,115000.0
64116,MO,89500.0
41015,KY,75000.0
85043,AZ,195500.0
01843,MA,269950.0
33897,FL,100000.0
10552,NY,110000.0
20879,MD,260000.0
08879,NJ,249900.0
66106,KS,85000.0
29906,SC,184900.0
10954,NY,275000.0
01440,MA,164900.0
60443,IL,126000.0
78621,TX,194949.5
43211,OH,45000.0
23237,VA,159925.0
60008,IL,119900.0
67114,KS,62500.0
10541,NY,279000.0
40215,KY,61900.0
07108,NJ,200000.0
13208,NY,53000.0
12304,NY,104700.0
29420,SC,164500.0
63111,MO,59900.0
48125,MI,77450.0
27591,NC,159000.0
02888,RI,199950.0
31548,GA,116500.0
90606,CA,494900.0
60450,IL,135000.0
44053,OH,71060.0
55412,MN,159000.0
50208,IA,69900.0
34233,FL,155000.0
84302,UT,210000.0
31558,GA,116500.0
95827,CA,309000.0
46324,IN,99900.0
19604,PA,63000.0
30116,GA,129900.0
67211,KS,59900.0
87501,NM,198000.0
08536,NJ,202500.0
77026,TX,85000.0
15425,PA,72400.0
84098,UT,344000.0
08104,NJ,44900.0
77503,TX,136900.0
23061,VA,128900.0
46013,IN,69450.0
34994,FL,125000.0
45251,OH,89900.0
84044,UT,239900.0
29706,SC,65000.0
32796,FL,124900.0
33004,FL,169700.0
43812,OH,49000.0
07866,NJ,289000.0
73115,OK,75000.0
82007,WY,159900.0
20876,MD,238900.0
46323,IN,91115.0
37766,TN,69500.0
89118,NV,161500.0
12477,NY,144450.0
87002,NM,99900.0
21078,MD,147900.0
84721,UT,169900.0
23704,VA,110000.0
34465,FL,89900.0
76148,TX,174000.0
23502,VA,151400.0
21231,MD,159911.0
50320,IA,109500.0
08721,NJ,234900.0
30035,GA,125000.0
13204,NY,49500.0
19963,DE,152400.0
33948,FL,148450.0
95949,CA,334000.0
92551,CA,270000.0
60430,IL,109900.0
96150,CA,299999.0
75146,TX,164900.0
03246,NH,158000.0
14206,NY,80000.0
53224,WI,109900.0
44123,OH,64900.0
11776,NY,269950.0
59714,MT,277950.0
67208,KS,68200.0
32141,FL,149800.0
33181,FL,158000.0
78214,TX,109399.0
60194,IL,154000.0
63138,MO,60000.0
78653,TX,218997.5
93041,CA,387497.5
18603,PA,74900.0
72904,AR,59250.0
77086,TX,137450.0
14760,NY,47000.0
63020,MO,76450.0
46012,IN,60950.0
84005,UT,249900.0
46808,IN,62900.0
14211,NY,49913.0
07080,NJ,286000.0
11967,NY,249994.5
99705,AK,142450.0
85031,AZ,179949.5
61364,IL,45000.0
98230,WA,266250.0
07008,NJ,266449.5
54452,WI,64950.0
75180,TX,150000.0
74107,OK,69900.0
07801,NJ,260000.0
53110,WI,134900.0
23504,VA,110850.0
60419,IL,87250.0
83634,ID,209900.0
02649,MA,299900.0
99501,AK,160000.0
32805,FL,102500.0
33037,FL,359900.0
61101,IL,32000.0
13206,NY,79900.0
55430,MN,189825.0
44314,OH,49900.0
08028,NJ,125000.0
13790,NY,69500.0
99515,AK,207000.0
19023,PA,69900.0
32305,FL,80000.0
08260,NJ,169900.0
28716,NC,149000.0
91768,CA,419000.0
15147,PA,66500.0
07095,NJ,244000.0
60473,IL,125000.0
33472,FL,172200.0
29204,SC,71500.0
33469,FL,139900.0
07203,NJ,235000.0
06062,CT,149900.0
91340,CA,470000.0
37411,TN,78500.0
85019,AZ,181000.0
60130,IL,109900.0
99202,WA,135000.0
10990,NY,249000.0
73018,OK,68400.0
33971,FL,168450.0
97055,OR,310000.0
02915,RI,212400.0
46319,IN,139900.0
07871,NJ,274950.0
30728,GA,70000.0
44830,OH,54900.0
44057,OH,71898.0
20646,MD,269900.0
38141,TN,76500.0
28557,NC,100000.0
03842,NH,279900.0
29410,SC,122450.0
36507,AL,119250.0
13903,NY,64900.0
11784,NY,275000.0
10303,NY,288000.0
21214,MD,146950.0
84045,UT,264900.0
98422,WA,325000.0
44647,OH,54900.0
63137,MO,43450.0
34286,FL,187950.0
32920,FL,129900.0
02601,MA,264950.0
24201,VA,66950.0
08015,NJ,129900.0
37748,TN,62339.0
06615,CT,196000.0
25414,WV,239500.0
48240,MI,79900.0
54166,WI,69950.0
33872,FL,73750.0
10605,NY,179900.0
90061,CA,402500.0
44092,OH,71675.0
97424,OR,212200.0
07206,NJ,229000.0
12508,NY,280000.0
01001,MA,144200.0
20657,MD,222149.0
08210,NJ,135570.0
19804,DE,139200.0
02190,MA,322205.5
33760,FL,114900.0
34235,FL,170000.0
84032,UT,285000.0
40361,KY,86450.0
33983,FL,126500.0
62223,IL,79900.0
12801,NY,114900.0
04073,ME,179900.0
60153,IL,114950.0
13662,NY,48250.0
60403,IL,140000.0
94564,CA,549000.0
89027,NV,150000.0
29569,SC,114853.0
34237,FL,140000.0
16117,PA,55000.0
17104,PA,55000.0
07735,NJ,245343.0
90222,CA,394600.0
34951,FL,140500.0
33777,FL,121900.0
98408,WA,254950.0
07508,NJ,275000.0
76574,TX,180719.0
54017,WI,187000.0
07205,NJ,239900.0
53094,WI,123900.0
48030,MI,80000.0
60465,IL,139900.0
49010,MI,105000.0
18109,PA,114950.0
77568,TX,117000.0
85901,AZ,97450.0
65613,MO,79900.0
01913,MA,299900.0
33316,FL,179700.0
08872,NJ,263500.0
44705,OH,43900.0
70714,LA,93250.0
10509,NY,267499.5
60805,IL,139900.0
95422,CA,149000.0
06226,CT,127450.0
44132,OH,69900.0
23325,VA,155000.0
22551,VA,212500.0
74127,OK,63452.0
78220,TX,95000.0
78644,TX,186900.0
15025,PA,35000.0
34142,FL,233990.0
60140,IL,159900.0
28574,NC,85500.0
92411,CA,242500.0
18013,PA,119900.0
63601,MO,59700.0
14615,NY,79900.0
53115,WI,130000.0
45410,OH,60000.0
48342,MI,52800.0
06385,CT,154800.0
82716,WY,182900.0
63074,MO,79950.0
05641,VT,138950.0
36870,AL,121900.0
07461,NJ,199900.0
14305,NY,56315.5
98274,WA,200749.0
46011,IN,79900.0
01247,MA,99000.0
34996,FL,115900.0
05478,VT,175000.0
74447,OK,54200.0
01550,MA,164159.5
15666,PA,69900.0
16508,PA,71176.0
33605,FL,129800.0
62035,IL,88950.0
15012,PA,69900.0
27576,NC,159750.0
46356,IN,139500.0
06468,CT,204450.0
29568,SC,107200.0
91384,CA,479500.0
97051,OR,283750.0
48043,MI,66900.0
19602,PA,49900.0
16502,PA,59900.0
