lat,lng,median_home_value,median_household_income,occupied_housing_units,population,Zip,City,State,Median_Home_Value_Z,Top_Tier_Median_Home_Value,Bottom_Tier_Median_Home_Value
41.9,-88.7,169500.0,37922.0,16564.0,46272.0,60115,Dekalb,IL,149900.0,0.0,125000.0
39.9,-104.94,183900.0,58820.0,16786.0,45386.0,80233,Northglenn,CO,335000.0,0.0,319900.0
47.1,-122.4,199100.0,64758.0,14533.0,43173.0,98387,Spanaway,WA,299950.0,0.0,295950.0
39.76,-105.02,288600.0,51563.0,14263.0,31583.0,80211,Denver,CO,599900.0,675000.0,0.0
36.1,-86.6,156400.0,52249.0,15432.0,35230.0,37076,Nashville,TN,279900.0,398000.0,0.0
37.12,-76.52,217900.0,61343.0,15825.0,39676.0,23602,Newport News,VA,200000.0,329990.0,148200.0
31.72,-106.36,83900.0,27166.0,16918.0,55132.0,79907,El Paso,TX,101250.0,0.0,85000.0
32.27,-86.23,110200.0,42861.0,16689.0,43790.0,36116,Montgomery,AL,135000.0,299200.0,0.0
34.03,-117.63,251400.0,51495.0,15845.0,55857.0,91762,Ontario,CA,449900.0,509000.0,0.0
43.5,-116.6,140200.0,46709.0,15522.0,46224.0,83686,Nampa,ID,275995.0,439900.0,185000.0
48.0,-122.1,272900.0,77590.0,10718.0,30524.0,98258,Lake Stevens,WA,460000.0,749950.0,360000.0
41.21,-73.05,305200.0,77744.0,16240.0,38207.0,06460,Milford,CT,309000.0,414900.0,0.0
38.73,-90.12,84700.0,45737.0,17669.0,43735.0,62040,Granite City,IL,69150.0,0.0,62500.0
37.54,-122.3,755400.0,90764.0,15729.0,39642.0,94403,San Mateo,CA,1500000.0,0.0,0.0
38.69,-121.31,172400.0,53134.0,15676.0,39819.0,95621,Citrus Heights,CA,314900.0,0.0,283500.0
36.5,-82.1,101100.0,35868.0,16594.0,39102.0,37620,Bristol,TN,149450.0,289250.0,84000.0
45.45,-122.88,268900.0,68941.0,24427.0,66954.0,97007,Beaverton,OR,485475.0,579995.0,277250.0
30.1,-99.2,154500.0,43343.0,15826.0,37620.0,78028,Kerrville,TX,326450.0,473500.0,0.0
37.21,-80.04,229000.0,66374.0,15746.0,36432.0,24018,Roanoke,VA,257200.0,349925.0,0.0
41.89,-87.94,365100.0,93308.0,16558.0,46371.0,60126,Elmhurst,IL,494000.0,599900.0,0.0
40.73,-73.95,726500.0,63739.0,17033.0,36934.0,11222,New York,NY,1149000.0,1149500.0,0.0
42.05,-87.68,431600.0,65589.0,16489.0,43125.0,60201,Evanston,IL,414000.0,572000.0,0.0
39.26,-84.53,108700.0,44057.0,16121.0,40893.0,45231,Finneytown,OH,119900.0,0.0,97900.0
34.03,-117.59,269500.0,60971.0,15368.0,56913.0,91761,Ontario,CA,459900.0,504500.0,0.0
29.59,-95.22,121000.0,63141.0,15902.0,48685.0,77089,Houston,TX,210000.0,349695.0,0.0
43.6,-83.9,97700.0,45237.0,17125.0,40596.0,48706,Bangor Township,MI,99900.0,0.0,0.0
32.96,-117.13,577700.0,107870.0,17009.0,51536.0,92129,San Diego,CA,724900.0,874900.0,370000.0
42.23,-88.31,219300.0,81031.0,17007.0,48550.0,60014,Crystal Lake,IL,250000.0,399000.0,139950.0
35.84,-78.63,235500.0,51090.0,15106.0,32964.0,27609,Raleigh,NC,389900.0,592450.0,0.0
32.75,-97.23,94800.0,36820.0,15653.0,38993.0,76112,Fort Worth,TX,165000.0,0.0,144500.0
33.38,-112.12,107900.0,42204.0,15395.0,54947.0,85041,Phoenix,AZ,221000.0,0.0,188950.0
26.21,-80.22,119500.0,43606.0,15747.0,49824.0,33068,North Lauderdale,FL,195990.0,0.0,159989.0
43.18,-77.56,89100.0,42123.0,17844.0,42571.0,14609,Rochester,NY,117500.0,0.0,82700.0
25.96,-80.18,119600.0,44325.0,16232.0,41332.0,33179,Ives Estates,FL,174000.0,569000.0,129900.0
46.8,-96.7,156300.0,49574.0,15269.0,40766.0,56560,Moorhead,MN,209900.0,339900.0,164425.0
43.04,-87.89,221200.0,47231.0,14615.0,23386.0,53202,Milwaukee,WI,289000.0,463900.0,0.0
42.29,-71.07,306500.0,48841.0,17459.0,47783.0,02124,Boston,MA,502500.0,0.0,0.0
33.4,-111.72,145400.0,45680.0,15249.0,33154.0,85206,Mesa,AZ,239900.0,0.0,182496.5
39.26,-76.8,460400.0,107986.0,15622.0,42246.0,21043,Ellicott City,MD,479900.0,579999.0,0.0
32.71,-117.05,272300.0,56310.0,17147.0,65433.0,92114,San Diego,CA,444450.0,0.0,429900.0
34.2,-117.8,301100.0,55495.0,15455.0,59705.0,91702,Azusa,CA,499444.0,0.0,458000.0
41.2,-75.8,89000.0,37212.0,16794.0,40295.0,18702,Wilkes-Barre,PA,77000.0,235000.0,49999.0
42.1,-91.6,150800.0,63817.0,14887.0,36980.0,52302,Marion,IA,215000.0,295000.0,0.0
28.52,-81.49,180900.0,49448.0,15618.0,39633.0,32835,Orlando,FL,218000.0,439949.5,135000.0
40.79,-74.26,363700.0,87826.0,16783.0,46182.0,07052,West Orange,NJ,424900.0,782500.0,289000.0
41.5,-83.6,180000.0,66847.0,14943.0,37002.0,43551,Perrysburg,OH,259000.0,299900.0,0.0
29.52,-98.53,106600.0,40727.0,16126.0,40396.0,78213,San Antonio,TX,184950.0,384000.0,0.0
40.1,-74.11,266600.0,69797.0,16868.0,42352.0,08724,Brick,NJ,280000.0,0.0,239200.0
37.55,-77.46,233800.0,32684.0,15146.0,35545.0,23220,Richmond,VA,322449.5,482475.0,0.0
30.1,-81.6,281000.0,96166.0,12441.0,36917.0,32259,Fruit Cove,FL,366000.0,404990.0,0.0
36.72,-121.63,254400.0,56358.0,16763.0,59461.0,93906,Salinas,CA,459000.0,0.0,405000.0
40.43,-74.42,372800.0,96067.0,16390.0,46298.0,08816,East Brunswick,NJ,389950.0,809990.0,229894.0
25.78,-80.3,150300.0,32221.0,17480.0,46867.0,33126,Miami,FL,200000.0,0.0,176500.0
26.56,-81.9,151100.0,51717.0,14131.0,27837.0,33919,Fort Myers,FL,210000.0,459000.0,149900.0
34.06,-118.08,414000.0,47373.0,16588.0,62097.0,91770,Rosemead,CA,649500.0,0.0,0.0
33.69,-84.25,111100.0,48210.0,15962.0,43113.0,30034,Panthersville,GA,147500.0,0.0,125000.0
42.5,-92.5,166400.0,51257.0,15661.0,42031.0,50613,Cedar Falls,IA,239450.0,289410.0,0.0
47.2,-119.3,170700.0,49062.0,14135.0,39722.0,98837,Moses Lake,WA,239900.0,0.0,0.0
32.66,-97.17,135200.0,68538.0,16972.0,44724.0,76017,Arlington,TX,240000.0,0.0,0.0
33.95,-118.31,286800.0,41842.0,16168.0,48606.0,90047,Los Angeles,CA,485000.0,0.0,450000.0
33.96,-118.27,231700.0,29686.0,15642.0,66266.0,90003,Los Angeles,CA,396950.0,0.0,389950.0
35.1,-77.1,191500.0,51268.0,15359.0,36176.0,28562,New Bern,NC,195000.0,274950.0,70000.0
39.0,-77.52,536000.0,161433.0,8806.0,28310.0,20148,Ashburn,VA,573179.0,649000.0,0.0
33.4,-81.7,174000.0,62568.0,15718.0,36843.0,29803,Aiken,SC,210247.0,339900.0,0.0
37.47,-77.47,161000.0,46279.0,15461.0,42989.0,23234,Richmond,VA,210000.0,0.0,136875.0
34.02,-84.31,260600.0,68108.0,16155.0,42678.0,30076,Roswell,GA,400000.0,439000.0,0.0
39.73,-104.79,130600.0,40748.0,16223.0,47461.0,80011,Aurora,CO,299900.0,0.0,289450.0
33.82,-118.04,494900.0,78745.0,15785.0,47993.0,90630,Cypress,CA,679900.0,0.0,0.0
34.9,-78.9,151200.0,49082.0,14790.0,39683.0,28306,Fayetteville,NC,222449.5,255000.0,50750.0
26.1,-81.74,158100.0,44432.0,12578.0,27002.0,34112,Naples,FL,239900.0,695900.0,189000.0
34.02,-84.14,345200.0,97612.0,14270.0,41715.0,30097,Duluth,GA,499900.0,565000.0,0.0
32.83,-96.74,336900.0,69168.0,15380.0,32950.0,75214,Dallas,TX,575000.0,587450.0,0.0
32.7,-96.4,157300.0,85677.0,10559.0,33396.0,75126,Forney,TX,269000.0,349995.0,0.0
41.51,-81.57,147300.0,54635.0,16163.0,40438.0,44118,Cleveland Heights,OH,144950.0,259450.0,79500.0
28.58,-81.44,88200.0,33511.0,15827.0,46334.0,32808,Pine Hills,FL,159900.0,0.0,149000.0
34.03,-118.32,345800.0,32447.0,15493.0,49310.0,90018,Los Angeles,CA,729900.0,0.0,0.0
41.7,-88.08,187800.0,71422.0,16435.0,52911.0,60440,Bolingbrook,IL,199900.0,0.0,144900.0
39.87,-86.1,188500.0,62063.0,16431.0,34830.0,46220,Indianapolis,IN,239900.0,300000.0,0.0
34.24,-118.48,380400.0,54166.0,16802.0,60254.0,91343,Los Angeles,CA,569499.5,0.0,395000.0
30.29,-81.47,234500.0,60704.0,15380.0,38934.0,32224,Jacksonville,FL,319900.0,425000.0,125000.0
38.58,-90.42,255400.0,80682.0,16133.0,38495.0,63122,Kirkwood,MO,369900.0,469950.0,0.0
21.3,-157.79,747300.0,75448.0,17719.0,49368.0,96816,Honolulu,HI,1300000.0,1629000.0,0.0
41.05,-112.0,182400.0,56395.0,14454.0,44625.0,84041,Layton,UT,289000.0,464950.0,0.0
18.34,-66.17,0.0,0.0,19872.0,50560.0,00959,Bayamon,AL,98800.0,0.0,0.0
40.4,-86.8,136300.0,52174.0,15917.0,38910.0,47905,Lafayette,IN,171200.0,317450.0,79350.0
40.05,-75.23,233800.0,62052.0,16169.0,35239.0,19128,Philadelphia,PA,259900.0,429950.0,0.0
32.97,-96.8,260300.0,72111.0,15404.0,33395.0,75248,Dallas,TX,449000.0,495000.0,0.0
30.05,-95.47,147500.0,82936.0,13693.0,40384.0,77388,Spring,TX,228500.0,334950.0,0.0
41.14,-81.33,145300.0,41997.0,16333.0,37927.0,44240,Kent,OH,154000.0,252350.0,0.0
32.86,-97.09,146300.0,58320.0,14512.0,32925.0,76039,Euless,TX,324950.0,426449.5,0.0
29.5,-95.7,152700.0,67088.0,11020.0,35321.0,77469,Richmond,TX,269950.0,336990.0,0.0
38.8,-76.8,294700.0,99183.0,15364.0,42625.0,20772,Greater Upper Marlboro,MD,367495.0,613990.0,249250.0
33.89,-118.3,337000.0,44693.0,15830.0,47487.0,90247,Gardena,CA,557000.0,0.0,465000.0
27.4,-99.5,88400.0,34399.0,14470.0,64548.0,78046,Laredo,TX,160000.0,191990.0,0.0
44.94,-93.29,232000.0,43178.0,14454.0,29981.0,55408,Minneapolis,MN,285450.0,0.0,0.0
33.82,-84.36,313300.0,63810.0,13521.0,24267.0,30324,Atlanta,GA,499450.0,578745.0,0.0
32.78,-117.02,344600.0,51694.0,16998.0,38069.0,91942,La Mesa,CA,539450.0,0.0,380000.0
34.03,-118.36,358000.0,37242.0,16145.0,47596.0,90016,Los Angeles,CA,717000.0,0.0,0.0
40.3,-80.2,214100.0,65402.0,14600.0,36535.0,15317,North Strabane,PA,320000.0,364900.0,0.0
32.15,-110.93,83100.0,29814.0,16505.0,55209.0,85706,Tucson,AZ,148450.0,0.0,141000.0
35.6,-120.9,355600.0,62529.0,16255.0,43714.0,93446,Paso Robles,CA,549900.0,0.0,413250.0
36.26,-86.7,122000.0,37200.0,15829.0,37316.0,37115,Nashville,TN,223400.0,0.0,148450.0
39.73,-104.91,360200.0,62989.0,15218.0,33529.0,80220,Denver,CO,533500.0,699000.0,274900.0
40.13,-75.53,277200.0,79227.0,15852.0,40154.0,19460,Phoenixville,PA,379450.0,489997.5,0.0
38.0,-78.6,346600.0,47192.0,14873.0,38229.0,22903,Charlottesville,VA,532450.0,664900.0,0.0
34.5,-82.6,158900.0,49703.0,15539.0,39101.0,29621,Anderson,SC,239900.0,298900.0,110000.0
25.89,-80.18,178900.0,33056.0,16940.0,53710.0,33161,North Miami,FL,265000.0,485750.0,115000.0
45.7,-108.4,152100.0,40820.0,16375.0,39562.0,59101,Billings,MT,209899.0,375000.0,156900.0
33.38,-111.64,164100.0,55136.0,15044.0,37377.0,85209,Mesa,AZ,248750.0,379900.0,179900.0
40.4,-104.7,126500.0,30235.0,16148.0,48603.0,80631,Greeley,CO,279949.5,0.0,239500.0
34.04,-81.11,124000.0,37818.0,16244.0,40356.0,29210,Columbia,SC,116400.0,0.0,0.0
38.6,-92.3,141900.0,56501.0,15964.0,38090.0,65109,Jefferson City,MO,184300.0,287450.0,0.0
32.8,-80.0,222600.0,47678.0,15952.0,34827.0,29407,Charleston,SC,325000.0,515000.0,129000.0
40.78,-74.5,525800.0,100832.0,16497.0,43747.0,07960,Morris,NJ,649500.0,925000.0,0.0
39.6,-78.8,119500.0,37262.0,17115.0,44400.0,21502,Cumberland,MD,104000.0,177450.0,39999.0
33.99,-118.34,364300.0,40658.0,16075.0,44789.0,90043,Los Angeles,CA,679000.0,0.0,459450.0
38.67,-90.53,317900.0,93110.0,16696.0,41470.0,63017,Chesterfield,MO,409900.0,425000.0,0.0
33.1,-83.2,111700.0,33558.0,16274.0,43755.0,31061,Milledgeville,GA,194950.0,0.0,0.0
48.3,-122.7,243400.0,53556.0,15071.0,37823.0,98277,Oak Harbor,WA,335000.0,0.0,285000.0
45.4,-123.0,236800.0,64599.0,14680.0,44537.0,97123,Hillsboro,OR,407500.0,644900.0,319900.0
41.64,-81.37,174300.0,56278.0,15690.0,35234.0,44094,Willoughby,OH,237400.0,310000.0,82650.0
44.95,-93.34,287900.0,77213.0,14837.0,29027.0,55416,Saint Louis Park,MN,390000.0,599900.0,0.0
25.74,-80.36,232600.0,43344.0,17356.0,56149.0,33165,University Park,FL,408000.0,450000.0,0.0
42.35,-71.55,307500.0,70304.0,15395.0,38499.0,01752,Marlborough,MA,369900.0,0.0,299000.0
40.21,-75.07,299700.0,66758.0,15992.0,40953.0,18974,Warminster,PA,349500.0,429000.0,0.0
28.54,-80.85,122600.0,42472.0,15381.0,34628.0,32780,Titusville,FL,180000.0,389000.0,124900.0
40.71,-74.07,288900.0,44104.0,15064.0,41233.0,07304,Jersey City,NJ,400000.0,0.0,243644.0
27.44,-82.51,154600.0,45583.0,13896.0,34862.0,34203,Bradenton,FL,285000.0,434888.0,144950.0
30.05,-95.22,150300.0,73135.0,15131.0,37512.0,77339,Houston,TX,235000.0,377000.0,0.0
34.0,-118.29,271400.0,26796.0,15869.0,62276.0,90037,Los Angeles,CA,472000.0,0.0,0.0
30.19,-81.6,169700.0,54113.0,15260.0,36430.0,32257,Jacksonville,FL,248000.0,350000.0,119900.0
38.5,-90.46,187800.0,70132.0,16539.0,44124.0,63026,Fenton,MO,249000.0,294989.0,0.0
34.23,-118.63,442900.0,58889.0,16532.0,50231.0,91304,Los Angeles,CA,661169.0,992405.0,0.0
29.88,-95.45,93400.0,40896.0,15721.0,49660.0,77088,Houston,TX,154500.0,0.0,125000.0
38.51,-121.5,220500.0,43624.0,15242.0,42347.0,95822,Sacramento,CA,280000.0,0.0,268444.0
21.35,-157.93,465400.0,70850.0,16240.0,50586.0,96818,Honolulu,HI,430000.0,0.0,377500.0
29.8,-100.9,92000.0,40533.0,15465.0,48149.0,78840,Del Rio,TX,178250.0,0.0,0.0
33.87,-84.45,323600.0,63871.0,10406.0,18304.0,30339,Vinings,GA,389900.0,544500.0,0.0
40.57,-79.73,111000.0,44778.0,16788.0,38785.0,15068,Lower Burrell,PA,109900.0,265999.5,49000.0
26.57,-81.94,161700.0,45780.0,14295.0,30613.0,33904,Cape Coral,FL,289900.0,471900.0,159900.0
36.3,-82.38,146300.0,39298.0,15363.0,34245.0,37604,Johnson City,TN,189900.0,272400.0,84500.0
37.76,-122.44,1000001.0,114689.0,16281.0,31124.0,94114,San Francisco,CA,1695000.0,0.0,0.0
33.9,-84.9,125100.0,59301.0,15376.0,45123.0,30157,Dallas,GA,206995.0,0.0,0.0
32.2,-111.0,91900.0,33459.0,16694.0,50151.0,85713,Tucson,AZ,135000.0,0.0,125000.0
33.88,-117.85,493000.0,78730.0,16914.0,52033.0,92870,Placentia,CA,679900.0,0.0,0.0
28.92,-81.91,162100.0,41070.0,14929.0,28867.0,32159,Lady Lake,FL,224450.0,389900.0,155995.0
40.7,-73.0,317000.0,68230.0,16374.0,44837.0,11772,Patchogue,NY,349900.0,702500.0,270000.0
41.87,-87.62,344300.0,75426.0,12703.0,24668.0,60605,Chicago,IL,420000.0,525000.0,0.0
29.51,-98.57,119900.0,35344.0,14016.0,28804.0,78229,San Antonio,TX,157450.0,0.0,105000.0
39.67,-104.89,235800.0,42017.0,16171.0,32127.0,80231,Denver,CO,299000.0,0.0,218500.0
36.2,-85.5,139100.0,28770.0,15588.0,36687.0,38501,Cookeville,TN,174900.0,299450.0,0.0
34.03,-118.15,294800.0,38925.0,17023.0,67179.0,90022,East Los Angeles,CA,447445.0,0.0,0.0
40.61,-75.47,94300.0,26575.0,16387.0,49779.0,18102,Allentown,PA,84900.0,0.0,79900.0
34.6,-118.2,243400.0,80663.0,15963.0,50798.0,93551,Palmdale,CA,399900.0,0.0,385000.0
40.9,-81.43,157800.0,58949.0,16299.0,39010.0,44720,North Canton,OH,194700.0,249999.0,0.0
39.7,-105.2,350100.0,69208.0,16016.0,39378.0,80401,Golden,CO,640000.0,770000.0,0.0
38.1,-122.25,181700.0,41819.0,13851.0,35420.0,94590,Vallejo,CA,380000.0,0.0,332500.0
37.26,-121.93,670000.0,105924.0,16824.0,47082.0,95124,San Jose,CA,1199000.0,0.0,0.0
44.3,-121.2,190700.0,42876.0,12996.0,33554.0,97756,Redmond,OR,315000.0,689500.0,259796.0
26.52,-80.06,128600.0,38296.0,13248.0,32104.0,33435,Boynton Beach,FL,239300.0,0.0,129700.0
35.11,-80.83,281800.0,68291.0,15802.0,37286.0,28226,Charlotte,NC,479995.0,592000.0,0.0
39.68,-104.96,395600.0,66788.0,15389.0,33946.0,80210,Denver,CO,620100.0,750000.0,0.0
33.37,-111.74,223100.0,76632.0,16345.0,50014.0,85234,Gilbert,AZ,330000.0,425000.0,0.0
41.45,-81.7,79100.0,30139.0,16496.0,40646.0,44109,Cleveland,OH,79950.0,0.0,65000.0
44.92,-92.94,255900.0,91591.0,16198.0,43281.0,55125,Woodbury,MN,319900.0,409900.0,189450.0
47.67,-122.19,528300.0,103250.0,15249.0,34338.0,98033,Kirkland,WA,1075000.0,1295000.0,0.0
35.1,-90.2,67000.0,31067.0,16635.0,46594.0,38109,Memphis,TN,48750.0,0.0,44900.0
41.47,-81.58,99600.0,29643.0,17234.0,38196.0,44120,Cleveland,OH,119950.0,280000.0,49900.0
33.78,-116.33,346100.0,56737.0,12515.0,24294.0,92211,Palm Desert,CA,396000.0,575000.0,259000.0
39.5,-105.1,307000.0,97872.0,15791.0,42597.0,80127,Ken Caryl,CO,467000.0,665000.0,0.0
39.68,-86.09,128000.0,57266.0,15548.0,39624.0,46237,Indianapolis,IN,194950.0,249990.0,0.0
36.3,-82.3,127700.0,33273.0,15927.0,36182.0,37601,Johnson City,TN,169000.0,299000.0,74900.0
47.36,-122.11,297100.0,87342.0,15097.0,43673.0,98042,Kent,WA,456000.0,784950.0,330000.0
40.17,-105.09,196300.0,45799.0,15715.0,39521.0,80501,Longmont,CO,365000.0,0.0,349900.0
42.9,-76.6,116100.0,46296.0,16960.0,39506.0,13021,Auburn,NY,144900.0,246900.0,65000.0
28.38,-82.65,108200.0,35055.0,15055.0,32144.0,34667,Hudson,FL,184900.0,339000.0,113900.0
39.0,-77.2,883500.0,192648.0,16753.0,49611.0,20854,Potomac,MD,1200000.0,1249000.0,0.0
32.59,-96.96,132800.0,67691.0,15634.0,45373.0,75104,Cedar Hill,TX,240000.0,449900.0,175000.0
30.22,-90.94,163200.0,60590.0,14139.0,38643.0,70737,Gonzales,LA,229900.0,299900.0,0.0
33.57,-112.05,167400.0,46037.0,15114.0,32850.0,85020,Phoenix,AZ,297999.5,542000.0,174900.0
37.82,-121.2,193500.0,57317.0,14118.0,42675.0,95336,Manteca,CA,392990.0,499000.0,0.0
37.78,-122.41,628000.0,43364.0,13098.0,27170.0,94103,San Francisco,CA,899000.0,0.0,0.0
37.8,-87.0,111500.0,44872.0,15325.0,38909.0,42303,Owensboro,KY,199900.0,282400.0,75450.0
42.27,-83.71,249100.0,49756.0,15561.0,38315.0,48104,Ann Arbor,MI,479900.0,627000.0,0.0
33.96,-118.4,661700.0,77893.0,15224.0,39480.0,90045,Los Angeles,CA,1399000.0,1450000.0,0.0
37.05,-76.35,205500.0,46209.0,16605.0,43148.0,23669,Hampton,VA,192500.0,354450.0,130000.0
32.5,-90.1,247400.0,97322.0,13002.0,36143.0,39110,Madison,MS,350000.0,0.0,0.0
42.17,-87.95,303700.0,94351.0,16221.0,41533.0,60089,Buffalo Grove,IL,300000.0,409900.0,132400.0
32.82,-117.15,387100.0,57350.0,16498.0,45096.0,92111,San Diego,CA,562000.0,0.0,389000.0
41.98,-72.56,194300.0,67191.0,16794.0,44654.0,06082,Enfield,CT,179900.0,0.0,158900.0
40.765,-73.965,1000001.0,115519.0,18544.0,32270.0,10065,New York,NY,2095000.0,2400000.0,0.0
36.06,-80.32,144800.0,42289.0,14937.0,33208.0,27103,Winston-Salem,NC,174400.0,249592.5,0.0
29.56,-95.28,172900.0,83709.0,14985.0,42383.0,77581,Pearland,TX,273250.0,334900.0,0.0
42.2,-88.2,532000.0,120632.0,16050.0,44095.0,60010,Barrington,IL,599000.0,649900.0,0.0
45.6,-111.1,259200.0,55651.0,11490.0,27367.0,59718,Bozeman,MT,413500.0,729950.0,275000.0
39.2,-77.5,448500.0,113668.0,15425.0,46506.0,20176,Leesburg,VA,624945.0,724950.0,0.0
29.67,-95.59,96300.0,35252.0,15167.0,47091.0,77099,Houston,TX,134900.0,0.0,105000.0
35.22,-89.93,85100.0,35053.0,15904.0,44863.0,38128,Memphis,TN,69500.0,0.0,59000.0
46.1,-118.3,205900.0,46605.0,15013.0,41056.0,99362,Walla Walla,WA,280000.0,429000.0,164900.0
42.52,-83.16,152600.0,58755.0,15942.0,32798.0,48073,Royal Oak,MI,244450.0,319900.0,0.0
41.18,-81.45,169000.0,63111.0,15950.0,38742.0,44224,Stow,OH,182500.0,294000.0,69900.0
40.68,-73.98,857000.0,81862.0,16269.0,35881.0,11217,New York,NY,1248000.0,1275000.0,0.0
44.0,-75.9,130200.0,42296.0,15470.0,38158.0,13601,Watertown,NY,139900.0,0.0,0.0
32.78,-97.51,113800.0,58528.0,14070.0,38227.0,76108,Fort Worth,TX,208000.0,0.0,159250.0
47.7,-116.9,171300.0,50283.0,13842.0,37245.0,83854,Post Falls,ID,301496.5,599000.0,239500.0
28.48,-81.56,417700.0,95871.0,9642.0,28092.0,34786,Windermere,FL,672000.0,739900.0,0.0
33.1,-117.0,304100.0,52242.0,16159.0,53881.0,92027,Escondido,CA,549000.0,0.0,419750.0
28.2,-81.4,142000.0,47608.0,11740.0,35022.0,34746,Kissimmee,FL,260000.0,354925.0,139900.0
29.48,-98.28,122800.0,63942.0,11355.0,34603.0,78109,Converse,TX,204900.0,277232.5,137000.0
30.5,-86.9,199900.0,65064.0,12503.0,33671.0,32566,Navarre,FL,275000.0,314900.0,0.0
43.2,-75.5,97000.0,49755.0,17161.0,42986.0,13440,Rome,NY,114900.0,209450.0,69950.0
34.15,-119.14,265700.0,53400.0,17065.0,82728.0,93033,Oxnard,CA,439900.0,0.0,439000.0
42.2,-84.4,126900.0,49988.0,14973.0,45190.0,49201,Jackson,MI,190000.0,0.0,0.0
41.21,-73.21,196300.0,52324.0,16360.0,46236.0,06606,Bridgeport,CT,189900.0,0.0,172000.0
44.25,-88.37,158500.0,64705.0,15946.0,41855.0,54915,Appleton,WI,199900.0,284900.0,127250.0
33.4,-117.3,423600.0,61067.0,15962.0,46239.0,92028,Fallbrook,CA,660000.0,998500.0,442010.0
47.4,-120.4,225900.0,51176.0,15654.0,40977.0,98801,Wenatchee,WA,328000.0,548000.0,197750.0
30.0,-95.45,138800.0,36138.0,13566.0,32930.0,77090,Houston,TX,184900.0,0.0,139500.0
44.91,-123.05,217700.0,53114.0,15609.0,37131.0,97302,Salem,OR,325000.0,439900.0,0.0
46.6,-120.53,140500.0,36943.0,16839.0,46322.0,98902,Yakima,WA,180000.0,0.0,129900.0
41.81,-87.66,171200.0,33630.0,20119.0,64906.0,60609,Chicago,IL,239000.0,440000.0,0.0
43.63,-116.29,151100.0,44558.0,15781.0,39628.0,83704,Boise,ID,235900.0,0.0,199900.0
34.06,-118.31,633600.0,31893.0,15044.0,37681.0,90005,Los Angeles,CA,969500.0,0.0,0.0
38.88,-76.99,616000.0,107966.0,11724.0,26454.0,20003,Washington,DC,729000.0,799000.0,0.0
33.87,-118.37,675600.0,101575.0,16009.0,40071.0,90278,Redondo Beach,CA,999999.0,1134450.0,0.0
35.28,-80.73,136700.0,42405.0,13782.0,37309.0,28213,Charlotte,NC,183990.0,0.0,132000.0
40.1,-85.9,159700.0,58526.0,12778.0,34708.0,46060,Noblesville,IN,239900.0,289900.0,0.0
32.76,-117.13,447200.0,53448.0,16138.0,31680.0,92116,San Diego,CA,661950.0,999475.0,367500.0
27.63,-97.37,166600.0,75971.0,11239.0,30165.0,78414,Corpus Christi,TX,234999.5,259997.0,0.0
42.99,-82.47,88300.0,35337.0,16217.0,40831.0,48060,Port Huron,MI,109900.0,0.0,67000.0
42.68,-84.56,94400.0,38930.0,16150.0,40111.0,48911,Lansing,MI,98000.0,0.0,76950.0
34.29,-118.5,449600.0,77604.0,16872.0,51747.0,91344,Los Angeles,CA,689000.0,1094500.0,0.0
32.0,-102.0,179100.0,68649.0,12946.0,33536.0,79705,Midland,TX,325000.0,0.0,0.0
33.61,-117.67,523100.0,92710.0,16244.0,47582.0,92691,Mission Viejo,CA,680000.0,0.0,0.0
40.18,-77.0,186500.0,62602.0,14691.0,34237.0,17055,Upper Allen,PA,269990.0,320490.0,0.0
32.67,-117.09,263500.0,37987.0,15869.0,60322.0,91950,National City,CA,410000.0,0.0,400000.0
33.9,-80.4,115900.0,38761.0,15650.0,40031.0,29150,Sumter,SC,162500.0,0.0,0.0
42.03,-88.31,175200.0,55012.0,16157.0,47405.0,60123,Elgin,IL,179900.0,0.0,144900.0
34.48,-117.4,144000.0,58667.0,15571.0,54858.0,92392,Victorville,CA,270000.0,0.0,259900.0
25.74,-80.41,227700.0,49729.0,16176.0,53206.0,33175,Tamiami,FL,435000.0,526000.0,0.0
41.32,-73.14,348400.0,86138.0,15325.0,39559.0,06484,Shelton,CT,349900.0,0.0,215000.0
27.49,-82.64,171300.0,51572.0,14642.0,31816.0,34209,Bradenton,FL,326000.0,554500.0,146900.0
41.39,-81.71,115100.0,49141.0,16436.0,38800.0,44134,Parma,OH,124900.0,0.0,89500.0
42.57,-70.86,361100.0,70563.0,15850.0,39502.0,01915,Beverly,MA,464000.0,0.0,0.0
35.1,-79.2,153500.0,49298.0,13407.0,37991.0,28376,Raeford,NC,190000.0,240250.0,0.0
33.98,-84.32,435000.0,51133.0,16280.0,34740.0,30350,Sandy Springs,GA,525000.0,600000.0,145000.0
38.2,-85.5,186500.0,69207.0,15222.0,38371.0,40299,Louisville,KY,242745.0,305250.0,0.0
33.91,-117.4,220100.0,56108.0,16657.0,53778.0,92504,Riverside,CA,385000.0,739000.0,0.0
43.2,-86.1,74600.0,29883.0,15410.0,41214.0,49442,Muskegon,MI,77450.0,0.0,50000.0
34.3,-83.9,200200.0,63038.0,15213.0,41667.0,30506,Gainesville,GA,339900.0,495000.0,0.0
29.77,-95.5,658600.0,111139.0,14410.0,34775.0,77024,Houston,TX,867000.0,1250000.0,0.0
21.4,-157.75,794200.0,89016.0,15721.0,50746.0,96734,Kailua,HI,1150000.0,1550000.0,0.0
