"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"43123","Grove City","OH","Columbus","Franklin County",77,84400,90900,90000,89500,89899,89900,89900,89400,86400,84900,84950,84900,80900,79000,76900,79000,75000,79950,79900,79900,79800,77900,78000,79700,79900,79900,80000,77900,77500,75000,74950,73000,73900,70900,72400,66000,67500,66000,72900,74900,73900,74999,74999.5,77900,84450,76900,82250,82250,79900,79999,84900,85000,81500,81250,88000,86000,85000,77900,80900,80900,84900,73750,84950,89900,89450,89900,89950,92000,93450,91500,89900,89900,89900,93150,89900,87000,87000,89000,88000,88000,93000,1e+05,1e+05,89950,99900,99900,91100,93150,93150,99950,94988,1e+05,112074.5,109500,119900,119900,119000,119900,119900,114634.5,124200,112000,114950,123000,121450,119000,119900
"20906","Silver Spring","MD","Washington-Arlington-Alexandria","Montgomery County",78,165000,149900,155450,150000,154950,159700,158250,162000,159900,155000,156000,152500,145900,142500,142500,139900,142500,142500,139900,138250,122500,128450,129500,125000,129500,132450,134999,130000,134500,132900,124900,130000,139000,129900,145000,146250,168500,155000,149999,149250,149500,145950,150000,159000,148450,157500,159000,159900,164950,164900,157450,153000,164900,169900,159000,159900,159900,164500,159000,169900,170450,174977,173000,173950,165017,168000,160000,160000,171000,177000,175000,179000,182500,175000,185450,188390.5,184000,175000,174940,179900,190000,189450,189000,189900,184999.5,184900,179999,179950,189900,189900,202499.5,199000,198000,199450,199000,199900,195000,195000,185000,186000,189900,199999,202500,202500,209950,214900,218700
"98012","Bothell","WA","Seattle-Tacoma-Bellevue","Snohomish County",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197425,189950,178500,179200,194925,192225,197000,182000,188250,208000,210000,206750,205500,199725,208500,214500,220000,224950,225000,239500,228800,230000,220000,224500,237975,225450,245000,245000,244900,249950,249450,249950,250000,254500,268950,275000,274000,265000,274000,265000,269950,275000,276250,273450,274500,284975,282475,287475,299750,290000,314975,314990,319950,313425,310000,311900,325000
"76028","Burleson","TX","Dallas-Fort Worth-Arlington","Johnson County",80,,,,,,,,,,,,,,,,,,,,,,,,,,,72500,75000,68500,80000,77500,74950,75000,73900,72900,74900,72000,83900,89000,86950,89000,82250,79000,91750,90000,89500,88000,78900,79900,83000,87550,89900,92500,87600,86400,94900,91900,95000,90900,90000,90450,99250,104340,99900,104500,99900,101450,95250,104900,114450,107450,99950,114000,114000,112500,119500,118995,118947.5,122000,124408,119900,123625,120000,115000,115000,117250,134900,134950,140000,139500,132500,135000,135000,139900,143900,149900,146000,150000,150000,154900,159999,158500,159900,160000,160000,160000,165450
"33908","Fort Myers","FL","Cape Coral-Fort Myers","Lee County",81,75000,78450,75000,74900,74900,75000,75000,75000,75000,75000,75000,72500,69900,65900,69900,67500,66900,68000,69900,69900,72300,72650,72400,69900,72000,70000,69900,72500,74500,79000,79000,77500,78000,78000,78000,84075,79900,80000,79900,79900,79450,84400,88000,85900,84900,84900,83900,84950,85000,89250,89900,85000,83500,87500,85000,89900,95000,95900,97450,97500,104900,1e+05,1e+05,104900,109950,109925,112950,115000,120000,121000,119950,124500,125900,124900,127500,129900,129625,129900,129900,132000,134900,134950,135000,134900,137500,137000,139000,140000,143900,139999,143153,139450,139000,138950,139900,139950,145450,139949.5,142100,144200,149000,150000,149900,155000,155000,149900,154900
"65807","Springfield","MO","Springfield","Greene County",82,75000,75000,77000,79450,78900,77900,79100,79900,79900,79900,79700,79900,78950,78000,74900,74900,73000,72000,72900,74900,74900,70245,69900,69900,69900,70000,72000,70000,68950,69900,67900,68950,68925,68925,69900,69900,72250,73200,69900,69900,69900,72000,72000,74900,72450,74450,75000,69900,74900,74900,75000,78000,75500,77700,78000,74900,72450,74900,74900,75600,75000,74900,74900,73032,74900,79900,81900,82200,81700,79949.5,79900,79900,79900,79600,79925,84000,79900,79900,79900,79900,84900,84900,84900,85000,83950,86750,85950,88500,87649,89000,84900,83000,86449.5,89900,89900,86481,89900,89900,90000,90000,94900,95000,96450,97250,95400,95450,99900
"33647","Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,74250,74500,74900,74900,74900,79900,79949.5,76000,71444,71950,77760,80000,82000,84000,83000,85950,77500,77500,80900,79450,84500,82000,81000,83900,86900,88500,91500,98800,1e+05,103000,1e+05,103500,105000,106400,106400,108150,109900,120000,108500,122475,114000,109450,120000,120000,120000,125000,120000,126000,124200,124000,122200
"60620","Chicago","IL","Chicago-Naperville-Elgin","Cook County",84,,,74950,69000,68000,67950,66950,69000,65000,62000,65000,63000,59950,59900,55600,55000,58950,59900,59900,60000,59900,59900,58000,53000,52500,54500,51500,48250,45000,49000,49900,49900,50625,56000,59000,54900,59450,59900,59450,59900,59900,59900,59000,58200,59950,59900,55000,51000,54950,50000,52900,55000,54000,54900,54900,54000,54900,59900,60000,61450,61000,59900,60000,59000,60000,60000,64450,65000,65000,69000,73900,75000,72900,70350,67500,74999,79900,79000,74200,74949.5,70175,70000,70350,74250,80000,80000,89000,87900,90000,98500,98500,95000,93308,95000,95000,95000,91980,89900,85202.5,89000,89900,85000,91000,94437.5,89950,90000,90250
"95823","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214500,215000,220000,224950,222450,220000,232000,235000,239000,239000,238800,239000,235000,239900,245000,249000,249850,249900,255000,257000,259900,260000,260000,259000,264500,269000,269900,270000,278444,279000,280000,278444,279000,279000,275000
"92677","Laguna Niguel","CA","Los Angeles-Long Beach-Anaheim","Orange County",86,239900,225500,239000,242500,245000,245000,239450,239000,249000,249000,248000,245000,239000,220000,220000,217000,218000,215000,209900,205000,199700,199900,2e+05,209500,199900,210000,210000,224950,239900,244000,236250,239950,249900,252000,250000,252000,269900,258000,259900,259900,289450,299000,309000,315000,315000,315000,320000,325000,335950,329000,329000,327250,329900,329950,329900,349700,345000,344950,335000,335000,349000,344900,358900,363700,359000,358900,342000,342450,365000,359000,333375,359450,360000,355000,359900,365000,375000,375000,375000,378500,382500,380000,380000,386500,384450,375000,385000,419000,422394,399500,395450,399990,412000,419000,419000,429000,432000,432000,439000,439000,440000,440000,428950,429900,420000,420000,420000
"33009","Hallandale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",87,74000,74000,74900,72900,74000,74000,74900,74900,78000,77000,75000,75000,72250,75500,74900,74155,70000,69900,70000,72900,70000,70000,69900,70000,71700,74900,74900,77500,75000,74900,74999.5,74000,72500,74900,79000,79000,75000,79000,75000,79900,79000,79000,75000,80000,80000,80000,81500,84900,88000,90000,88000,89000,95900,99000,99900,99000,99900,101000,108500,109900,109900,109900,106445,109000,99900,1e+05,99900,99950,105000,109000,117900,119900,119000,118800,119000,122950,124900,125000,127750,133000,135000,135000,136000,136000,135900,135000,139000,139900,141000,142949.5,146950,145900,145000,145450,148285,146000,149900,155000,155000,159250,159900,159995,159997,164000,164000,164900,164900
"45011","Hamilton","OH","Cincinnati","Butler County",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,61800,59900,59900,59250,59900,62000,62400,59500,59999.5,64900,62900,59900,61250,59950,65000,64450,67750,69000,69900,69900,69500,69900,70450,72000,73000,68500,59900,64950,64900,68000,70000,74700
"06902","Stamford","CT","Bridgeport-Stamford-Norwalk","Fairfield County",89,2e+05,199900,189900,189000,189000,188500,184900,177500,174500,169887.5,175000,175000,175000,172000,175000,175000,177950,175000,175000,177000,169900,165000,159000,158000,162880,174900,178000,179000,174750,174750,170900,149000,175000,169750,154400,153900,173250,169499.5,159900,164950,165000,170000,174950,172000,175000,177450,189000,189900,175000,174750,165499.5,174500,175000,179000,179500,179000,177000,180775,175500,174750,177325,179000,169700,164900,150000,152500,155450,169500,179000,172500,155450,176500,175000,164000,161950,164041,161970.5,167000,179000,175000,176500,175000,176444,170000,179450,189000,190000,189950,190500,195900,195000,189500,183400,189000,189000,189000,189000,189250,199900,210000,198000,198000,191500,2e+05,202450,197000,199250
"89121","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",90,70000,65900,60000,63000,62650,61500,64900,67900,67950,69900,69900,69000,69900,67900,67900,67900,66000,64900,62900,62500,60000,60000,61894,59900,59900,59900,59900,60000,61250,63800,65000,63900,62900,64100,63000,68950,68900,69900,70000,73902,75000,75000,76000,80000,79900,82000,84900,89995,90000,94350,91450,94650,95000,93400,99000,99000,99900,99900,99700,99900,99000,99900,1e+05,104450,107400,104000,104900,110000,110000,110000,115000,119900,115000,120000,124800,124900,126750,128000,128000,128000,129000,130000,135000,135950,135000,140000,145418,149150,147750,150000,149900,150000,155000,154000,155450,157950,164900,164945,160000,165000,164999.5,179900,179900,175000,178499.5,179450,179000
"92345","Hesperia","CA","Riverside-San Bernardino-Ontario","San Bernardino County",91,102900,1e+05,99900,99900,1e+05,99900,99900,99999,1e+05,99999,1e+05,1e+05,99900,98800,99900,99000,95000,95000,94500,93900,94000,93950,94900,95000,97000,95000,96500,96750,95000,99450,99900,100850,99945,107000,109388.5,110000,116350,120000,129900,129500,129900,136000,139000,139500,139950,139950,145000,149700,154900,157500,159900,159000,159900,165000,165000,165000,165000,165000,165250,169900,169000,169000,170000,174900,174950,179900,179900,181260,185000,186000,189000,189000,195000,198000,199000,199900,199900,199900,199500,199900,199900,202250,208500,210000,210000,209900,215000,219900,219250,220000,225000,225450,229000,230000,229900,229999,239000,239900,242000,244900,248800,250000,250000,249900,245000,245000,245700
"92804","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",92,249000,247000,254000,260000,259000,260000,274000,279900,243000,267500,275000,274000,259000,258000,259900,259000,250000,259450,265000,259900,259900,239500,239950,244450,244900,229500,232000,245000,242450,236950,250000,245000,229000,229900,234450,247950,238500,254900,264900,239000,248950,249900,274900,275000,275000,285000,294500,265000,280000,279500,289950,310000,307450,299000,305000,296495,287450,289950,299000,295000,302900,301400,284900,315450,315000,315000,319950,309450,329800,337000,345000,349950,348880,348390,345000,355000,355000,360000,362500,360000,347000,372000,370000,366500,359000,354450,359000,373450,392450,397450,4e+05,372450,410000,410000,4e+05,429950,424400,428000,428950,410000,399450,389950,387500,399900,405350,4e+05,399000
"65203","Columbia","MO","Columbia","Boone County",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89250,89450,92000,92000,88700,85750,84500,84500,84750,86500,89900,89900,89500,87500,89000,89000,89000,88750,88000,89250,83250,83750,81250,84500,82000,89500,90100,97999,97999,95500,111200,109450,108900,102500,107000,102500,99700,90950,85000,92400,84975,89700,84900,89500,94900,93950,88000
"27587","Wake Forest","NC","Raleigh","Wake County",94,132500,133450,134000,134000,136450,136000,138000,136819.5,131500,129900,129900,129900,129900,129900,129000,125000,120000,119900,112750,109950,109000,107950,108000,104500,105000,105000,99450,106450,99900,105000,1e+05,113250,116000,115000,115500,117500,122000,115000,117995,129900,127900,124850,124850,124900,128900,129900,129000,129900,127000,126477.5,125455,129900,134900,139500,132245,129900,134490,127250,122500,119900,124000,119900,130000,123900,138500,136400,147500,146250,137975,150000,149995,149900,139900,144700,153875,154750,149900,147750,148900,149950,158000,157950,150000,149900,132900,150000,150000,152500,158950,159900,160000,159950,165450,165000,165000,159950,159900,165000,166000,168500,169950,177250,174900,175000,174900,175000,175000
"08753","Toms River","NJ","New York-Newark-Jersey City","Ocean County",95,239850,239900,239900,239000,239000,234900,234900,239000,229999.5,225000,219900,219900,215000,209900,209900,214900,219900,219000,219000,219000,212000,209900,2e+05,2e+05,209900,209000,209950,209900,204300,199000,199900,199900,199000,199000,199000,194500,189900,199000,199900,199721,2e+05,199999,199949.5,199900,2e+05,199900,199900,199000,199000,199900,210425,219450,215000,215000,215000,216831,210000,210000,210000,213499.5,210000,210000,211000,209999.5,2e+05,2e+05,219900,219450,215000,209450,209950,2e+05,199949.5,199900,208400,210000,216000,224450,219900,219900,220000,219000,219900,218500,219000,225000,229808.5,229900,229000,229717,229358.5,229900,229139,229900,229900,229900,222500,229600,235000,230326.5,229000,236944,238950,239000,238900,234900,235000
"92126","San Diego","CA","San Diego-Carlsbad","San Diego County",96,190000,2e+05,214967.5,2e+05,216000,2e+05,199000,199000,190000,191750,199900,196000,195000,187000,194000,194000,197000,195000,195000,184900,185000,188500,185000,185000,180000,185000,189000,189000,180000,190000,186000,189000,190000,192450,189000,195000,199950,206000,205000,221000,240000,250000,252500,257100,260000,260000,269000,267000,270000,280000,282500,283750,285000,265000,279450,279000,264900,269900,265000,269450,269900,275000,285000,299000,295000,290000,299450,295000,295000,295000,299900,297000,299900,292500,297000,306950,305000,309900,315000,322000,327000,329900,335000,328450,330000,340000,330000,339000,345000,339000,345000,345000,349000,345000,345000,340000,329900,350000,369000,371000,370000,371000,368500,359000,365000,359000,369000
"46307","Crown Point","IN","Chicago-Naperville-Elgin","Lake County",97,112900,115900,119900,124900,124900,121274,124896,122500,119900,115900,114900,114900,99900,99900,113794,110450,104950,107000,99400,94200,89900,89900,88200,87500,88900,88900,89900,84900,84900,80450,79950,79900,79900,79900,85000,83900,87900,87500,85450,84900,88450,82450,94000,99950,1e+05,104900,109900,109700,102000,102450,109900,114400,116450,116900,112900,109900,101900,114000,113950,115000,115000,115000,115000,115000,110000,115000,124000,120900,119950,117700,120000,125950,127000,123700,126900,127000,128500,126900,129400,119900,115400,117250,117500,119500,119950,136900,139750,131750,131000,142290,139900,143900,143800,142000,144900,144900,144900,147900,147371.5,145900,148995,149900,154900,151865.5,146000,144950,149850
"75228","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",98,79900,79900,80000,79900,76900,79901,79000,74900,76700,79900,81500,79949.5,79200,78000,77000,75000,74999,74800,74950,77225,76000,76000,75900,74840,72900,75000,74949.5,76700,77900,76000,79449.5,78500,79900,79950,82000,79695,79900,79250,80000,83950,79950,79950,84950,85000,85000,84450,85000,88250,89450,89000,89993.5,85000,89900,85000,79900,78000,79950,73250,79950,81250,80590,84378,91450,94500,97000,1e+05,95000,95000,98500,99950,105000,105000,102450,104900,106000,109450,120000,124900,125000,120000,116250,119950,124900,125000,125000,129950,132545,129777,137450,135000,134000,133950,135000,139900,139000,147400,149900,149900,159000,159450,153671.5,150000,165000,162900,155000,158000,168700
"99301","Pasco","WA","Kennewick-Richland","Franklin County",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159950,167000,167000,168887,165501,166400,161392,164900,175804,176900,186000,186950,186950,189500,195000,199900,207500
"29732","Rock Hill","SC","Charlotte-Concord-Gastonia","York County",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,90000,91870,89900,90965,90370,86120,88490,88490,90615,90615,91340,93900,91190,93990,85000,79450,88200,91500,99900,99900,1e+05,99900,96900,90000,93500,1e+05,1e+05,102500,109900,108000,112400,1e+05,115900,119900
"60016","Des Plaines","IL","Chicago-Naperville-Elgin","Cook County",101,104500,104750,110000,108050,99900,109900,109500,104400,99900,95500,95765,99000,90000,88900,98000,99000,94900,98000,89900,89000,89000,82900,79900,79900,80000,79900,76750,74950,79000,79900,80000,84900,86900,80000,79900,79900,75000,77500,79900,80000,75000,75000,75000,84900,80500,85899,80000,79000,79900,77900,79900,82200,84900,87900,91500,91500,89900,89900,90000,93900,94900,94500,97500,99000,99000,99000,99900,99500,99900,99000,99000,99000,99375,97450,99900,105000,105000,99900,112500,113000,114900,110000,109450,109900,107000,109499.5,115000,115450,119000,119000,120964,124740,125000,122900,124900,127200,128900,131250,129900,129900,129945,129945,129900,129700,129900,129900,127250
"43130","Lancaster","OH","Columbus","Fairfield County",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69949.5,74000,74900,75200,79400,82900,78900,79500,77900,79000,78700,78900,76700,75586,79900,74900,74900,74900,79450,79900,79900,79900,75000,75000,72900,71900,69000,69949.5,73150,74000,79900,84000,84900,84900,84900,79900,84900,79900,79500,79900,77000,79900,79900,79900,82250,84900,89900,89900,89900,94400,96400,94900,92900,92888,94300,96870.5,104000,104900,105450,100460,1e+05
"28314","Fayetteville","NC","Fayetteville","Cumberland County",103,64250,64250,63000,64375,65000,64900,65700,65700,66000,64900,64900,62375,64000,63950,62000,64950,65000,65000,63562.5,63950,61000,61300,61000,61000,61300,61600,60500,59900,63975,63475,64900,63900,59950,62900,54400,59450,55000,55000,57900,57500,57200,56900,54900,54900,52500,54950,56225,56425,52900,58140,59900,59900,59000,59900,59000,57400,55000,52000,54950,53700,56800,56500,54900,55000,54900,53000,50450,49900,49900,49900,49900,50000,52000,50000,49900,51500,51500,49900,49900,52000,53500,53000,53000,53000,54700,56000,56000,56000,54900,53900,53900,57500,56806,56250,56160,55950,57250,58000,58500,59059,58975,59900,59900,59900,62500,63000,62750
"27610","Raleigh","NC","Raleigh","Wake County",104,119000,120500,124900,124900,124900,124900,124900,120000,125000,124900,125000,124900,124900,119900,115190,114900,114900,115900,114900,115900,117000,117950,117162.5,114900,115000,111450,109990,109000,105000,107000,104900,104900,99990,104000,109900,109900,110000,109000,110500,114900,106900,107000,109900,110000,114000,111000,110000,113070,115000,114997.5,119900,119900,119900,125790,124000,121950,118450,121990,122500,119995,119900,119700,119000,117500,124000,125000,130000,130000,136500,138990,139945,138000,139412.5,137490,139995,140000,140000,142990,145000,148990,149945,148337.5,147985,147492.5,145900,149942.5,149000,149900,149900,150000,154900,154950,156891,159900,159900,159900,157900,164900,165000,162500,163450,164350,165000,167250,165450,165000,168000
"87120","Albuquerque","NM","Albuquerque","Bernalillo County",105,139949.5,140000,144000,145000,144900,139999.5,139000,137500,134900,135000,131950,130000,129987,125000,125000,125000,127900,125000,125000,125000,119950,123000,119400,119450,121000,118000,115900,115900,115900,118000,118000,117250,115000,114999.5,114900,108250,105000,111000,114993.5,114949,119900,120000,119900,119900,119950,118000,120000,124450,122000,120000,122950,120250,120000,120000,120950,119900,116250,114000,113900,110500,124900,125000,120000,120000,124000,123000,124900,125000,124950,125000,129900,128950,125000,128500,125000,129450,129900,124900,124900,125000,125000,128300,129900,125000,127000,128950,129900,125000,125000,128500,133950,134900,135000,135000,138700,138250,139999,139900,142900,144949.5,138000,137950,139999,140000,145450,149900,152500
"91911","Chula Vista","CA","San Diego-Carlsbad","San Diego County",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329950,352450,329975,313900,313900,325000,314500,329000,330000,349950,330000,370000,374900,327500,325000,375000,339000,357000,399900,396750,394000,372000,370268,369000,372499.5,397000,379900,359000,362000,375000,375000,390000,394500,417000,425000,419900,425000,399500,399000,410000
"94536","Fremont","CA","San Francisco-Oakland-Hayward","Alameda County",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439999,435000,449900,449000,449888,449888,449888,449444,439450,419949.5,484950,499000,499000,499694,5e+05,5e+05,499000,496500,498800,496500,495000,469888,432000,475000,449450,525000,529950,549000,543900,539000,525000,549844,525000,549900,530000,543500,549875,549000,559000,537000,549800,549950,579944,575000
"07002","Bayonne","NJ","New York-Newark-Jersey City","Hudson County",108,245000,245000,239000,239000,245000,240000,240000,249900,248787.5,249000,229950,229000,222950,219000,218000,219000,219000,215500,209900,209900,209900,209900,207000,209900,199900,199900,190000,199556,199900,204950,199900,199000,199450,199000,199450,199000,199000,199000,199000,199000,199000,199900,199950,206950,194450,199000,191000,199000,199000,199450,199000,199950,210000,212362.5,219900,219000,220000,219000,219000,214900,219900,219000,219000,215000,2e+05,199900,199900,2e+05,210000,212500,210000,207450,199990,204995,199990,210000,209000,219900,219000,199900,222440,219000,219900,220879.5,220437.5,227000,225000,249000,227000,237000,231100,229000,220000,244500,239506,249000,237000,239750,245000,249128.5,259000,277000,269750,248633,262000,279000,269000
"90280","South Gate","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",109,248500,238500,238500,249000,249000,245000,244450,245000,239950,239000,239949.5,235000,231000,230000,230000,225000,225000,225000,225000,225000,225000,225250,227250,229000,225000,225000,225000,229000,235000,235000,240000,239000,240000,239950,240000,248500,250000,265000,269900,271327,269000,269900,274900,279900,287950,294700,299000,307000,310000,310000,310000,310000,320000,319950,320000,326250,324950,329500,329500,329950,329450,332500,335000,339500,339000,342500,335000,335000,355000,349950,349700,349500,342500,352499.5,365000,375000,369900,375000,375000,375000,369900,374950,375000,380000,379000,390500,399900,399900,399000,399000,399000,410000,410000,399999.5,414450,415000,417450,414950,417500,439000,442900,439450,434950,430000,425000,429900,434900
"23320","Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",110,159900,159900,159900,159900,158000,154900,153000,153000,154000,149900,149900,146000,144250,143250,139950,136900,139900,139900,139000,137000,133900,130250,127700,127850,129000,132500,128350,127747,129500,130000,129900,129250,129700,125000,124900,115990,117500,118500,119900,124900,124500,119900,119925,119925,122950,122900,122900,125000,124950,129900,124450,124900,125000,123000,125000,124900,125000,124900,124900,126000,127000,124900,124900,124900,124900,124900,128250,129450,128000,127000,128500,129000,131450,132900,131200,132500,135000,133000,134900,135000,139450,142000,139900,142450,141850,143700,145000,145000,145000,145000,145000,145000,145000,149000,145900,144450,143000,142200,144900,141600,142900,149000,149900,149900,149900,154900,154900
"22191","Woodbridge","VA","Washington-Arlington-Alexandria","Prince William County",111,170000,177900,180000,185000,175000,185000,179900,179900,180000,179900,176000,175000,175000,169900,170000,170000,176000,179900,177000,175000,170000,172250,170000,168937.5,168937.5,170000,174900,174900,179900,179900,175900,180250,180750,178900,177450,179900,181250,197000,206850,215000,210000,220000,225000,220000,229950,229000,225000,227000,229000,230000,235000,239774,245000,245000,245000,247000,242813,239900,226500,235000,239495,232495,242900,244900,245000,244999,228250,244900,240000,239000,234900,239900,237400,245000,250000,257000,259900,255000,255000,259000,254950,252450,252400,259994.5,264990,264900,269250,269000,260000,269000,269900,269900,269925,275500,275000,274999.5,269990,278999,279900,280000,280000,279900,284800,284900,284000,279974.5,284950
"89117","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89950,91900,90000,89925,90000,91800,94900,92500,95000,95000,97900,97000,99000,99000,99700,98000,97700,97500,95000,105000,103945,101450,1e+05,99000,99000,97700,99000,98250,96700,99500,99950,99900,102575,109900,109900,112000,112000,114800,118500,119950,122250,126000,129000,130000,132000,130000,130000,135000,137500,138725,139225,139925,142900,145375,148900,154750,155900,155000,160000,160000
"19111","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",113,128500,129000,129900,124900,124000,124900,128450,127750,129900,125000,124450,123900,124900,119900,124900,119450,120750,119900,120000,119900,122500,119900,113400,119450,119900,112900,114900,114900,114900,114900,114900,118950,114950,116450,119450,118450,115000,114949.5,114399.5,114995,110000,114900,114900,114999,119500,119605,115000,114900,115000,119950,119995,119900,115500,114999.5,119450,119450,119900,119250,118100,115000,115000,113477.5,119950,120000,120000,120000,119900,119900,120000,120000,122000,119949.5,117500,118000,117000,116160,119900,119900,119900,125000,124900,124900,125000,122460.5,124921,124999.5,124949.5,129000,128500,130000,130000,130000,129950,132450,134950,135000,135000,129900,129900,135900,139900,134900,139900,139900,139000,135000,139900
"34135","Bonita Springs","FL","Cape Coral-Fort Myers","Lee County",114,60000,64900,64900,60000,64900,64650,65900,65000,66000,65000,65000,64900,60000,53000,57900,59900,59950,59999,55000,55000,59900,64900,65000,64950,65000,69400,69900,74900,75000,70950,69900,68500,68250,70000,70249.5,70499,75000,75000,75000,69900,73950,75000,79900,78500,88000,89000,89900,89900,94900,92475,93000,89000,89000,84900,84700,89000,89000,89000,89900,92000,104900,101375,110399.5,109900,110800,109999.5,113950,114900,115000,114900,115950,119900,129400,129650,135000,139000,138000,138000,139450,139950,139000,146900,147500,149700,146700,148200,147450,145900,145950,148900,149900,148200,151400,151400,159900,159700,154000,155390,159000,158950,159999,159900,159900,158500,157500,159250,161450
"46227","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",115,64500,64000,64000,64900,69900,64750,68000,64250,64000,65900,66700,65449.5,69750,64000,64999,62900,64900,64820.5,64900,67000,67200,67000,64000,62900,59425,58900,54400,51750,49900,55575,55000,52000,54525,52300,50000,53500,52900,53750,50000,54900,52900,54950,59500,60000,64900,63650,59999,59900,59900,62500,64900,65000,66000,64900,64350,67900,69900,64900,64600,65000,67700,65000,65000,67450,66000,66000,67250,64900,65400,67950,69900,66990,64900,64900,69000,69450,69950,69900,68000,65000,68450,65000,69500,66500,69700,70000,70000,69950,67900,69949.5,74900,69999,72750,73913,70833,69999.5,74900,74900,87450,79900,84380,77700,80000,81872.5,80000,79950,84900
"30080","Smyrna","GA","Atlanta-Sandy Springs-Roswell","Cobb County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,75000,75500,75250,79777,85000,84500,85000,87000,85000,85000,88450,90000,89950,95000,97450,90000,89900,90000,89900,90000,99000,99700,99000,103500,109900,99900,97000,99000,99950,105000,114900,111000,119825,119750,118000,117375,120000,119900,121975,122975,124999,121900,119900,123200,120950,120000,118500,118500,120000,131255.5,129200,126700,131438,137900,145000,144000,150000,145000,152000
"21117","Owings Mills","MD","Baltimore-Columbia-Towson","Baltimore County",117,162000,164900,166950,159000,159450,165000,168900,164950,159900,149900,150000,150000,149900,145500,145000,145000,147500,140000,139900,139999,139900,135000,132900,134900,132900,139900,139000,139900,139900,139900,139900,134500,130000,130000,129950,134900,129950,134900,129950,129000,128700,125000,125000,137450,142400,139900,141000,142550,137450,139900,140000,130000,132000,140000,139000,139000,139450,145000,141900,140000,140500,135000,139900,139900,139450,139900,132400,140000,142100,139999,133000,147900,138500,138500,139900,149900,144700,144500,136650,137900,139900,139900,145447.5,148950,145000,143000,141900,137950,140900,149000,149950,160000,160000,149000,145900,144900,149557,154900,159900,159900,164900,162500,169900,169900,164950,159900,164900
