"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11"
"79936","El Paso","TX","El Paso","El Paso County",1,88686,88950,89250,89250,86900,84450,85000,87950,89700,89500,88000,88250,89500,81675,86450,85945,86450,86000,86450,86000,86000,85495,85000,85945,85900,81450,82725,80000,87550,84950,84900,84900,84000,84450,86000,85000,84950,84750,85000,87000,88500,88193.5,89650,89250,89900,88950,89900,88800,86000,84450,83000,86999,86000,87625,87343.5,86800,88000,85750,79900,85000,88000,88000,85700,83900,84450,82156.5,83249.5,84950,83000,82500,82500,84000,87400,87200,86900,87450,86900,86900,87900,88000,89000,88750,89000,87500,89000,89000,89625,91200,89700,92510,94925,94900,91413,93550,88000,92300,92475,93925,89027,95000,95500,93075,95000,94900,95500,98000,96750
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",2,94900,94000,94900,94900,94000,94000,93900,92900,94500,92900,92500,89900,89000,86750,87500,88000,88000,88750,87900,89900,89000,85000,84900,84900,84900,85000,85000,84500,84900,83500,84900,84500,86000,86100,89000,89000,89900,89000,88000,89900,89900,90000,89945,92250,95000,97800,97850,99950,99900,95500,97800,99151,99900,105000,105000,104900,1e+05,95000,98250,105000,107960,112500,114947,112400,112500,114900,113500,117750,115000,118000,118000,120000,119700,117950,124900,124100,125000,125000,127500,125000,124900,126500,125000,120000,122500,125000,132450,139000,139900,139871,139000,138445,138950,139400,139900,143900,144450,139900,140000,142443,145000,145000,149000,149450,150000,149500,150000
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",3,89900,89900,93300,95000,95000,97010,95000,96000,94900,92000,91000,87900,87230,87000,87000,87200,89000,89900,89900,89900,89500,87500,85500,87950,87000,84900,83000,84500,84000,82000,80000,84200,82490,84572.5,85000,84950,84900,86700,88200,88500,88000,90000,91300,94900,95000,94900,99700,95000,99000,1e+05,104000,98000,103000,105000,105000,103250,104200,1e+05,103400,103400,103000,103995,99999.5,108500,116900,117500,114925,116900,116950,119900,119900,119900,119250,120000,125000,124450,125000,125000,129450,128500,128000,130000,130000,134500,134000,130000,130000,134500,135000,135700,135700,139600,139900,129900,115250,120000,125000,129950,135000,139700,145000,145000,145000,147900,145900,145000,149000
"10467","New York","NY","New York-Newark-Jersey City","Bronx County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000,135000,135000,125000,125000,122500,126000,127500,128250,135000,127500,137499.5,134999,132499.5,134999,130000,129000,132000,134999,130000,125000,125000,125000,120000,135000,130000,125000,125000,129000,135000,135000,135000,133000,149900,145500,160000,133900,144950,145000,160000,146900,148400,172499.5,172499.5,155000,149000,155000,160000,164500
"60640","Chicago","IL","Chicago-Naperville-Elgin","Cook County",5,125000,125000,125500,127000,122900,119450,119000,117500,114870.5,109900,108000,109500,114950,107000,109000,103000,98000,98000,95000,93500,89000,84900,86950,85000,79900,79900,80590,79900,79900,84900,84900,83900,89900,89900,82500,89000,89000,91000,83750,91250,98900,89900,92050,89450,89000,98750,99900,99900,94950,97000,99000,99900,99900,104950,105000,104000,109900,108500,106500,105000,110000,109000,109450,109000,113900,109000,109000,109000,109900,109450,109900,110000,107450,114900,115000,110000,112750,115000,124950,124700,125000,125000,125000,125000,119000,125000,119900,119900,119900,125000,124900,128500,129000,129000,126950,126900,129500,126900,125000,131450,129500,129900,129900,130000,139900,132450,134900
"37013","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",6,99500,99700,1e+05,101000,99900,97900,97500,97000,97250,99500,94990,95500,90000,89900,90000,89990,89900,89900,89000,85250,85000,86750,80000,80950,79900,79900,77450,79997,83900,79900,81250,81250,79997,82650,79900,85000,80000,80500,80000,79900,81450,84900,84000,83900,84900,85500,84900,84900,89900,89900,90300,91250,93750,95000,104900,109000,105000,104900,98750,107000,109900,110000,109900,114500,118050,118500,115000,111400,117900,119900,114920.5,114900,119900,120000,128988,128244,124900,126400,134000,135000,135250,139950,141450,139900,135900,139728,142000,148900,150000,149900,149900,150000,154999.5,155000,159999,159900,159972,163495,160000,163495,164900,164950,166245,169400,172700,174900,171750
"32162","The Villages","FL","The Villages","Sumter County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,179950,180500,179900,179995,184900,183900,184900,184500,184500,187650,184900,186250,184850,185000,186200,188850,189000,189700,189000,189000,185000,185000,187777,187500,184500,186250,186200,184900,184900,189900,189900,189900,195750,189900,194250,197000,199900,199900,199900,199900
"11375","New York","NY","New York-Newark-Jersey City","Queens County",8,230000,224000,219000,219000,219000,218000,215000,215000,212000,210000,209000,209000,209000,209000,209000,204000,205000,2e+05,205000,205000,208000,209000,205000,199000,199000,206000,205000,209000,208000,2e+05,199000,202500,205000,205000,199000,199000,199000,199000,199000,205000,199000,199000,199000,199000,199000,199616.5,199000,199000,208000,210000,2e+05,199000,209000,210000,210000,210000,215000,216444,217000,219000,219000,215888,219000,226500,220000,226250,229000,225000,225000,224950,228000,239888,242500,239000,239000,239999,240000,249000,249000,252000,249000,259000,258944,251000,252000,259000,255500,259000,259250,268000,269000,269000,269000,268500,268500,269000,269000,268000,270000,275000,279000,278900,275000,269000,269000,269000,278500
"11235","New York","NY","New York-Newark-Jersey City","Kings County",9,189000,189000,189995,199000,199000,199000,190000,198500,189999.5,189999,184000,189000,186000,188500,185000,179950,179450,185000,186000,190000,189000,189000,189000,189000,185000,189000,184000,184000,179999.5,179999,179000,179000,189000,185000,184500,184944,189000,189000,185000,182500,179000,175000,179499.5,180000,178500,189000,183750,179450,189000,187000,189000,191500,189000,189000,185000,189000,189000,185000,189000,189000,189000,189000,189000,195000,199000,199500,202500,199500,199000,2e+05,210000,212497.5,209950,205000,199500,2e+05,202500,206500,201500,221750,219000,203000,2e+05,2e+05,205000,209500,240000,249999.5,249499.5,249000,249500,259500,250000,254500,259450,251750,252500,250000,250000,259000,262450,264950,264900,264950,260000,259000,259000
"78660","Pflugerville","TX","Austin-Round Rock","Travis County",10,135500,135000,135945,137700,138400,137500,135000,134900,135000,135000,135000,134240,134900,134900,134900,134900,130500,134900,129999,129900,129900,128900,127745,127999,129900,132000,129900,128000,128000,129900,133900,134000,132795,131900,130000,132900,135000,136317.5,138249.5,139995,142700,143450,141250,140000,140750,142250,146000,148500,149250,149900,149900,153175,155000,152000,155000,156000,157000,164000,166250,161500,165000,165000,163950,167500,165000,164950,172000,175000,175000,180000,179945,180000,179995,179950,185000,185000,185000,190000,194900,198000,199499.5,199000,199000,199900,2e+05,2e+05,209990,209752,209000,210000,209450,207500,209900,206248.5,211850,210900,214990,218794,220990,220000,224000,225000,225405,228900,227990,229905,227588
"28269","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",11,89900,89950,94500,90000,89900,89450,89000,88000,88450,86600,84900,83000,80000,76500,79450,75000,75000,75000,75000,75000,74400,74197.5,74400,72950,71900,69900,70000,70000,69950,72500,73000,74000,70000,74000,74350,74900,74800,74700,73000,74700,74700,78250,78500,78900,79000,77500,75000,77900,79090,79180,79900,85000,84900,81500,79900,89000,88000,84950,84950,90000,89900,90000,89950,89997,92900,95000,95000,95000,99900,94500,92000,92900,94900,1e+05,98500,98500,105000,104350,102500,100900,1e+05,104500,107700,103890,1e+05,107900,112844.5,114900,114900,120000,120000,123000,125000,125000,125000,125000,125000,122500,125000,130000,129900,134450,134950,135000,139900,138900,135000
"30349","Riverdale","GA","Atlanta-Sandy Springs-Roswell","Clayton County",12,69975,72751,69900,60000,60000,56000,55000,56000,55000,55000,54500,52000,51500,51500,47500,43000,44900,45000,44000,44900,44000,45000,45600,45000,44900,42900,40000,40000,42700,42900,45000,44900,44950,45000,45000,49250,45000,43000,45000,49000,50000,49900,50000,50000,55000,59949.5,59949.5,59900,59900,60000,59900,59900,62900,63500,64500,65000,65000,65000,68500,69000,69000,69900,69900,69900,69900,68000,69900,69900,68000,69000,69900,70000,66000,70000,74900,75000,75000,78000,82900,85000,81000,82000,87700,89950,90000,95000,94900,94950,97000,97500,99500,99900,99900,102000,99999,1e+05,1e+05,110000,110000,109000,110000,110000,115000,114650,115000,117000,120000
"94565","Pittsburg","CA","San Francisco-Oakland-Hayward","Contra Costa County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324900,325000,319000,315000,299925,3e+05,309950,319000,315000,325000,329945,325000,329900,325000,332845,330000,337500,337000,340000,330000,344900,355000,365500,369000,379450,370000,373000,375000,375000,379800,385000,385000,385000,379000,387000,399000,392500,399925,402500,4e+05,409900,414900,415000,418081,420000,414900,419950,435000,440000,439900,440000,445000,435000,429000,429900,425000
"78613","Cedar Park","TX","Austin-Round Rock","Williamson County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,159000,169950,171000,177000,175000,179950,179900,179450,186750,179250,184000,186500,187500,187500,190000,198000,199000,199900,199900,199999,204325,205000,208450,209000,209950,210000,215000,219000,219000,219000,219000,219000,219900,222888,225000,219950,223444,224000,225000,229000,234990,230000,232000,234900
"75052","Grand Prairie","TX","Dallas-Fort Worth-Arlington","Dallas County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89925,89925,94950,93450,98000,1e+05,96000,94900,86500,89950,99900,100880,93000,1e+05,104900,110000,112700,108500,109900,114900,107000,109900,109900,109500,109700,115500,116500,115000,125000,120000,118000,125339.5,120240,125000,125000,135000,135450,139900,142500,146286.5,147900,150000,154800,153450,150000,143365,142500,150000,164900,168900,168900,165000,168950,168950,170000,169000,170000
"20009","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272000,259500,259700,249000,249000,239500,247000,249350,259000,255000,254090,253180,255000,257400
"37042","Clarksville","TN","Clarksville","Montgomery County",17,89900,89900,89900,89900,89500,89900,89900,89900,89500,89000,87500,86000,85000,84900,85000,85000,84900,84500,84000,87250,85000,87925,86250,85000,85000,85000,85000,85000,85000,85500,85500,85000,83000,85000,84900,86000,86500,86500,87900,85000,87500,88000,89000,89000,87500,85000,85000,84950,85000,86450,85000,84900,84900,85000,83900,84000,83500,79900,78000,79500,83000,83500,83900,84700,83950,84000,85000,84900,84900,85000,84950,84900,84950,86900,88250,88275.5,85000,85000,85000,84500,82500,83100,85000,88500,89900,89900,89700,89900,84900,85000,87894,87099,88000,89900,90000,89900,90000,90000,90000,94900,95000,99143,97000,99000,99500,104625,1e+05
"10462","New York","NY","New York-Newark-Jersey City","Bronx County",18,143000,149000,149000,140000,140000,134999.5,134999,129000,130000,125000,129000,130000,129000,119000,120500,120000,120000,119999,118000,120000,119000,119900,120000,118000,118000,118000,115437.5,117000,115000,115000,115000,118000,118000,120000,120000,124999,124500,120000,120000,120000,115000,112000,110000,110000,109000,109000,110000,115000,115000,115000,112000,115999,112000,115000,120000,120000,122000,115000,115000,115000,115000,115000,119500,126250,125000,125000,125000,125000,125000,124500,124450,120000,120000,120000,120000,125000,125000,125000,128500,135000,130000,135000,136495,131000,131000,131000,134500,138396.5,142500,149000,149000,145000,149000,149000,149000,149000,149000,150000,155000,155000,157003.5,165000,160000,170000,175000,175000,175000
"60613","Chicago","IL","Chicago-Naperville-Elgin","Cook County",19,129900,126000,126750,129000,124700,123000,118000,119700,120000,119000,119000,117500,116750,109900,108900,99999,99949.5,1e+05,99900,95000,94000,85000,89000,88250,87500,84900,79900,79900,83200,85000,84900,82450,79999,82900,81450,85900,90000,92000,94450,94000,94950,99900,100495,109000,110000,1e+05,97000,99000,89900,89900,99000,108750,108750,114000,114900,115000,114900,119900,119000,119950,123500,119900,115000,123250,119450,117000,120000,117000,124900,119900,120000,124900,118000,120000,124925,125900,127000,124450,129000,129900,129000,125000,128949.5,129700,130000,129999.5,139000,139900,141100,142350,141200,142500,142500,149000,139000,146200,148250,146000,149000,149999,149900,149995,151250,150000,150000,150000,149995
"30044","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",20,88900,89350,89000,89000,89000,82000,84900,83700,79950,79900,76861,76950,76900,74900,74900,72000,72000,71000,69000,69900,69900,65900,65000,65000,67850,65000,65000,62900,64000,64900,64900,64000,60500,64450,65000,68000,69900,69900,70000,69900,74900,75000,75000,75450,79900,77450,79900,75000,80189,83450,80000,84900,85000,89900,90000,89900,89999,89950,89900,95000,96000,96000,97800,97400,99900,99900,96500,1e+05,99900,98656,97750,98706,99900,99950,99900,100450,104000,110000,110000,113250,118000,115000,116674,119900,120000,120000,120000,125000,123000,124100,125000,125000,129999,125000,124900,111375,124900,129900,133900,135000,129999,135000,139900,129999,136400,139283,145000
"77036","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72500,79000,71950,67000,67450,70000,75000,75000,70750,68000,65000,65000,69000,69900,78000,78000
"10463","New York","NY","New York-Newark-Jersey City","Bronx County",22,219000,199999,199000,209499.5,219000,209999.5,209500,224450,225000,225000,221800,215000,220000,199000,215000,210000,209500,209900,2e+05,207500,203750,199450,199000,199900,199000,199000,196500,189950,184900,184900,180000,180000,185000,185000,189900,189900,190000,189900,195000,189900,189000,189000,185000,185000,185000,185000,185000,182250,185000,184900,184900,189000,189000,185000,189450,188250,199000,195000,189000,189000,190000,185000,179000,175000,179750,179000,185000,189000,185000,184500,185000,185000,189000,185000,185000,189000,189000,190000,190000,190000,198194,199000,195000,199500,206999,199999,199000,199000,199000,199700,199250,2e+05,202500,211000,215000,220000,220000,220000,220000,227000,229000,223000,224900,225000,225000,224900,224900
"60629","Chicago","IL","Chicago-Naperville-Elgin","Cook County",23,89900,99900,99900,104900,99999,97700,95000,99900,95000,94200,94950,89000,83500,79900,83200,85000,86838.5,85000,82800,79900,74950,74900,74900,74950,69900,74700,72500,74000,73450,74900,72000,74950,70000,69900,74200,76950,75000,79900,74900,69900,69900,70000,69900,69900,70000,74900,75000,74900,79000,77000,79950,78500,79950,80000,80000,80000,80000,85000,89873,80800,89900,91125,94900,90000,94500,96950,98000,98000,98500,96000,95000,95750,99900,99900,99900,99900,105000,105000,111000,109499.5,99900,99900,107663,111500,114900,111000,114900,119000,115000,119028,115720,114900,118000,118500,116919.5,109900,109900,111950,115552,120000,122000,125000,129900,135000,129450,129900,129450
"60625","Chicago","IL","Chicago-Naperville-Elgin","Cook County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110500,110000,110000,109900,112400,109900,110000,119950,120000,119950,121000,124900,119700,122000,124900,124900,124999,124950,125000,125000,124950,125000,119000,129000,129900,130450,130900,139000,139900,139450,130000,134900,135900,132450,136450,145000,149000,149900,149000,149900,145000,145000,145000
"85032","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130950,140000,135500,131975,131975,139000,140000,144900,147900,158250,159950,159900,159950,150000,160750,159000,158450,159000,160000,160000,166000,157250,162500,161452.5,166400,169900,164900,159900
"78704","Austin","TX","Austin-Round Rock","Travis County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189500,189000,199000,209900,211200,207400,204800,209950,209900,209500,215000,215000,215000,207500,205000,184700,209000,215000,218900,219975,218000
"33160","Sunny Isles Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152500,154900,159000,159000,159000,157000,157950,155000,154950,149450,155900,154700,155000,155950,159000,165000,165000,165000,164949.5,164900,165000,169000,166900,169000,169900
"78245","San Antonio","TX","San Antonio-New Braunfels","Bexar County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e+05,99950,98750,105000,1e+05,105000,1e+05,1e+05,1e+05,1e+05,104950,112000,110000,112847.5,114950,114900,115000,114686,110000,124900,125000,125000,128416.5,125000,130544,134900,133500,136805,134950,135000,137000
"21234","Parkville","MD","Baltimore-Columbia-Towson","Baltimore County",29,165000,165000,165000,164900,165250,163000,159000,154900,150000,149500,145000,145000,140000,139900,139900,139949.5,141187.5,135000,135500,137450,138000,134900,130000,132200,129000,125000,129700,129500,129900,134700,129900,129900,125000,128100,127900,128300,128000,129450,127700,125000,129000,125000,124250,125000,129950,129450,129000,129900,129000,127500,126000,130000,135450,136450,134950,132450,130000,129900,133900,135000,134950,139000,139000,139000,133500,134900,134900,139900,144900,139950,139900,139900,139900,138000,139900,134900,134900,129900,138500,139900,139900,139950,144900,147644,149000,149000,147900,150000,154900,150000,149900,150000,152000,155000,159000,156497.5,150000,150000,155000,157900,159300,154900,157949.5,163000,159900,159000,159000
"23464","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",30,150000,149900,150000,149900,144950,144900,148000,144900,145000,140000,144900,140900,135900,135000,130000,130000,130000,128000,128950,130000,130000,129000,129850,125499.5,128950,129000,125000,124900,125000,127000,122500,121750,122000,125000,122000,124750,126888.5,125000,125000,125000,125000,129000,125000,129450,134000,129900,129900,129875,127500,129000,124925,125000,124999.5,129000,129450,120750,124450,129000,126000,136000,135000,135000,132000,130000,127500,127550,134950,134900,128500,131500,128000,125500,132450,136750,140000,140000,140000,140000,140000,141500,144450,143950,144950,144900,145000,140000,140000,146500,145497.5,149900,148700,149400,150000,149999,150000,149917,149958.5,149000,149000,149900,149900,149900,150000,149950,149900,149200,149900
"30096","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108500,109900,113900,124900,124900,130000,129000,125000,125000,129900,129900,129900,134949,136250,136250,139900,139900,138000,143000,143000,145000
"75243","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88950,79900,77250,79400,82000,92200,85000,95000,100500,95950,94000,94250,94950
"08701","Lakewood","NJ","New York-Newark-Jersey City","Ocean County",33,119949.5,119999.5,120000,119000,124900,124995,119950,110500,109900,106000,109450,102500,109450,109900,110000,112000,109950,99950,1e+05,1e+05,1e+05,99500,95000,95180,99250,94950,102500,104900,109900,115000,115000,122000,139000,125000,129450,128450,129900,124900,127000,125000,125000,124900,133900,129900,125450,134900,124900,124900,125000,125000,124900,124900,125000,118900,117900,114900,115000,115000,116000,115000,114950,118900,118950,118000,122500,119900,126000,125500,110000,119500,115900,119950,119900,125000,135000,129900,147250,149950,148900,150000,150000,150000,150000,142000,147000,151250,158000,158000,159000,155000,168000,165000,165500,175000,181500,183500,178750,166900,164949.5,159000,179900,183999,185000,179500,179000,177950,195000
"11229","New York","NY","New York-Newark-Jersey City","Kings County",34,189000,180000,179000,175000,175000,170000,175000,175000,174999.5,169000,165000,165000,160000,159450,159000,157000,159000,155000,149999.5,150000,149997,149000,149000,148000,146000,149000,150000,157250,149000,162000,160000,160000,159000,155000,149000,155000,159000,159450,165000,159000,149999,159000,159000,159500,155000,149999,149999,159000,145000,139900,145000,143499.5,141999,149000,141999,145000,139999,149000,145000,139999,145000,148500,158900,159000,151500,155000,154000,159000,166999.5,177500,169000,179600,175150,185000,180150,189000,186000,175300,179000,179499.5,179999.5,189000,181000,179000,191944,175888,179000,187000,2e+05,210000,207500,220000,229000,229000,235000,220000,220000,224000,232000,225000,225000,225000,230999.5,225000,229999.5,221500,227000
"77379","Tomball","TX","Houston-The Woodlands-Sugar Land","Harris County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134750,139500,137750,139700,139950,146236,149500,142900,142900,140633,149400,145000
"78666","San Marcos","TX","Austin-Round Rock","Hays County",36,129900,125625,125750,125500,125500,128000,124950,124700,119500,117900,124500,126598.5,127197,120000,129500,125000,125000,129700,126500,126500,128000,127700,127500,128200,122800,124500,123900,123400,115017,124900,123200,134900,130250,133500,135000,134950,134368.5,135000,131600,131400,131300,134850,136850,137300,139900,139950,145000,146057.5,145000,140000,139900,139900,139900,143950,146500,144500,148450,145000,148400,144500,148999,145000,149900,150000,161400,158999.5,161821,165000,162000,167000,165000,166000,166000,174950,155500,169390,165000,170235,175060,174950,175060,175060,179900,193000,193250,192000,193500,190950,194682.5,190000,189900,191835,193397.5,189950,189777,190000,194197.5,193860,199000,199900,201000,205677,206000,210000,203466,203900,205000
"60619","Chicago","IL","Chicago-Naperville-Elgin","Cook County",37,,,,,,,,,59000,55000,55000,56500,52000,50950,45000,50000,56750,54250,48500,46250,49900,48000,45250,49950,48000,47300,50000,49948.5,47000,43900,43900,46500,47950,47284,49000,49000,48900,45000,46950,44915.5,45000,45000,45225,49900,53450,58500,54000,54787.5,49900,47950,48500,48000,52200,52900,52000,54950,59950,60000,64900,55500,50000,50000,50000,55000,57000,59950,60000,60000,61999,60000,62540,68900,68500,69925,70000,70000,77950,73140,65750,70000,65125,72800,75000,79900,79400,83000,83000,83500,83000,85000,80000,81000,79900,79700,79950,82000,80000,82000,84900,80000,84000,85000,86950,83850,83749.5,83000,84000
"33139","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,159990,164900,165000,165000,168950,172000,174250,174000,169615,169900,172500,175000,181450,184450,180000,184950,182660,180000,185000,185000,184000,184900
"33411","Royal Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",39,69900,65000,64900,62500,60000,59900,59900,60000,59000,58000,56000,54450,50000,48900,49900,49900,49000,48900,48900,45000,45000,45900,46950,47990,48250,49900,49000,49900,50000,50000,50000,52500,57900,58000,55000,59437.5,59900,60000,60000,60000,62500,64000,65500,68900,70000,69500,69900,70600,74450,73900,70000,71680,72450,74700,75000,74950,72000,74900,79000,75000,79900,78900,78950,76400,79900,84000,82900,85000,84900,85000,87900,86900,84999,84900,84900,86000,86000,89000,88000,89000,88250,91500,95000,98500,98000,98949.5,98000,1e+05,104000,104000,105000,115000,118950,115000,115000,115000,116000,118000,119400,115000,115000,125000,127900,126900,129500,130000,132000
"44107","Lakewood","OH","Cleveland-Elyria","Cuyahoga County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59500,52000,57000,57950,50000,49950,52500,49500,55000,59000,62000,59900,62000,59450,59000,59900,59000,52900,53950,58450,57500,58450,59000,59000,68900,68900,59950,59900,59900,59900,59900,59900,60000,59450
"33025","Miramar","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",41,70000,69250,66000,65000,67000,69000,67000,67500,68950,69800,70000,67950,65000,62900,65000,65900,65950,65900,68000,67700,66000,67000,66000,65000,67900,69900,68900,68450,69900,69900,68500,70000,72500,68500,69900,72000,72000,75000,77500,75000,75450,76110,82000,80000,79900,82000,79900,84950,87000,85000,85000,86500,86500,89999.5,90000,94700,98000,99000,98000,99950,101770,99900,89900,89900,97250,94200,84999.5,84950,89949.5,97500,111500,111000,110000,110000,114900,116000,115000,115000,115900,122550,125000,122900,123500,120000,121275,123499.5,125950,129000,130000,129900,130000,130000,129999,129956.5,129000,129900,129900,134900,131000,134900,129990,129900,129900,128200,130000,130000,135000
"48197","Ypsilanti","MI","Ann Arbor","Washtenaw County",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129900,129950,129800,129900,124900,115000,116900,114000,130950,134900,137000,139900,137500,137500,141000,139900,139900,137900,141000,143900,149800,149900,149400,150000,152400,152400,150000,149950,148500,139900,137500,139900,149950,159900,149900,150000,149900,170000,164950,160000,150000,150000,174900,173450,175000,175000,175000,175400,185000,184950,185450,182000,185450
"02169","Quincy","MA","Boston-Cambridge-Newton","Norfolk County",43,213450,209900,209900,211250,209900,204999.5,209900,209900,211950,2e+05,206950,199975,199900,195000,192500,179900,190000,199000,199900,199250,192450,199000,184950,187450,199900,195000,199450,199000,199000,199000,199000,199700,204000,199900,199900,195000,199900,210000,215000,219450,219900,199999.5,2e+05,219900,229000,224950,219900,214900,214900,229900,234900,239900,229900,231700,229900,229500,234900,234000,234000,235000,237444,235000,237000,239900,238950,239900,240000,237000,237750,239000,238500,235450,240000,238950,250000,249900,259000,267000,265000,269900,269950,270000,275000,274999,279000,269900,272450,269950,279900,277450,285000,289900,298500,294900,299900,299000,285000,299000,299000,298900,299450,312450,318700,299888,299000,309999,315000
"23462","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",44,145000,150000,152000,149900,149700,149700,149900,145000,144900,143900,139900,135000,134400,131000,129900,130000,130500,129900,129900,129900,129900,125000,125000,120900,120000,120000,119294.5,115450,118900,119350,120000,119900,112000,115000,114723.5,117750,120000,120000,119900,115057.5,119950,119900,125000,126500,125000,121250,124900,123500,124900,125800,127000,127000,124900,124900,124600,124450,125000,125000,116000,116950,124500,123750,124900,124900,124836,126450,128000,129441.5,133000,129883,125000,124600,125000,125000,125000,126750,129449.5,130000,127900,126000,125000,129700,129000,128200,135650,134950,134200,139000,139900,139900,135000,140000,138400,143750,139500,139000,139500,139750,140000,139900,146000,146000,140000,145950,136000,145000,149777
